label	pse_pssm0	pse_pssm1	pse_pssm2	pse_pssm3	pse_pssm4	pse_pssm5	pse_pssm6	pse_pssm7	pse_pssm8	pse_pssm9	pse_pssm10	pse_pssm11	pse_pssm12	pse_pssm13	pse_pssm14	pse_pssm15	pse_pssm16	pse_pssm17	pse_pssm18	pse_pssm19	pse_pssm20	pse_pssm21	pse_pssm22	pse_pssm23	pse_pssm24	pse_pssm25	pse_pssm26	pse_pssm27	pse_pssm28	pse_pssm29	pse_pssm30	pse_pssm31	pse_pssm32	pse_pssm33	pse_pssm34	pse_pssm35	pse_pssm36	pse_pssm37	pse_pssm38	pse_pssm39
1	0.461242134	0.113133874	-0.065315437	-0.07592731	-0.612457278	0.298456448	0.184561511	-0.077727387	-0.098017207	-0.047472819	0.054783542	0.113339696	0.242837335	-0.357781825	-0.026433036	0.452062847	0.417797268	-0.807641589	-0.304686556	0.13524579	1.677531044	1.724429895	1.02595613	2.34702122	0.352584778	1.04959448	1.997527919	2.60147962	1.068240661	2.151115575	3.190966296	1.15861472	2.400920001	2.347180907	4.237841354	1.392712072	1.596624017	0.734467909	1.450104492	1.864604092
1	0.262937779	0.115245655	-0.025389764	-0.136091957	-0.519562205	0.302985994	0.143697172	-0.230040471	-0.08737402	-0.007992852	0.040189258	0.168960356	0.219751939	-0.267481468	0.012542578	0.300579323	0.430835834	-0.625347872	-0.182924902	0.084479623	1.28719637	2.672352636	1.200846797	2.157666192	0.634442641	1.560170041	1.94155024	3.109971946	1.180994279	2.61729164	2.58660692	1.73757906	1.487498672	1.899245511	3.726779237	0.964241413	1.019404915	1.542966598	0.927726879	2.178815513
1	0.280362353	0.309169307	0.046002806	-0.065743152	-0.755804621	0.316639549	0.195774701	-0.18162045	-0.09782999	0.063912823	-0.012410459	0.375587338	0.262833203	-0.317686247	-0.31255795	0.311649196	0.387429821	-0.762062059	-0.246319638	0.202673465	1.136657579	2.020190471	1.158555833	2.441336656	0.560687611	1.008243048	2.152738076	2.621287085	0.959286501	2.766186928	2.269688343	1.921567981	2.041810395	1.641998523	2.883628555	1.302132019	1.510652161	0.920825596	1.572569879	2.370424872
1	0.378700589	0.085743247	-0.068273909	-0.120477365	-0.531422514	0.226384148	0.234471891	-0.257002012	-0.235372502	0.030842157	0.129615448	0.141017767	0.277583832	-0.387716696	-0.016138654	0.556788373	0.582137707	-0.869513728	-0.32424075	0.16687297	1.836881476	1.69792088	0.863019647	1.935853409	0.319107757	0.805023694	1.985902279	3.158463002	1.104279824	2.577406307	3.167793411	0.838379821	2.386886097	1.937576164	3.39481006	2.491257022	2.148687215	0.969075617	1.022463632	1.763936222
1	0.655857564	0.306497969	0.001281655	-0.270648805	-0.377834225	0.557395358	0.225309451	-0.358413148	-0.218044589	-0.148210783	0.129738575	0.270393381	0.350650682	-0.493112979	-0.320980829	0.525932616	0.253948078	-0.882051976	-0.287422894	0.079714899	4.256258748	2.594205887	2.277468412	2.258660867	0.993973448	2.216607578	1.459782112	1.653323461	0.983134386	2.43503762	3.62369069	1.125431378	2.036865936	1.076179179	0.500302087	1.893737775	0.88470738	0.74875557	1.199243895	1.615843239
1	0.503707809	0.248087034	0.202229568	0.158621078	-0.763463179	0.730192133	0.247206483	-0.384365611	-0.281084442	-0.107608936	0.266043049	0.153344582	0.091177303	-0.425642779	-0.453552124	0.408177387	0.327727405	-0.826254368	-0.173930006	0.079387613	1.89321129	2.108912483	2.465154194	2.942998394	0.47292376	1.862489231	1.305339218	1.329189033	0.759636592	2.134022615	3.521534223	1.158029494	1.040867497	1.809874478	1.277688977	1.278734284	1.032080825	1.789823775	2.542944977	1.724357908
1	0.377893658	0.1819564	0.004636694	-0.078567989	-0.421052782	0.298013969	0.200187901	-0.110505005	-0.270662354	-0.041509054	0.010380904	0.162442256	0.261573149	-0.410482946	-0.082646868	0.381437681	0.506889879	-0.834896773	-0.250106041	0.115017319	1.60613529	2.139324288	1.730481317	1.831984185	1.290621777	1.050362985	1.61256657	3.272435171	0.382726707	2.662514437	2.968637514	1.038727316	1.658374554	2.37939294	3.033919485	1.596366747	1.507616563	0.723284837	1.450466252	1.760033699
1	0.334111737	0.33600777	0.013901003	-0.106919128	-0.601308558	0.353670672	0.234178567	-0.16541816	-0.183132934	-0.078939591	-0.108345753	0.373874197	0.161809336	-0.261471041	-0.273194673	0.423171184	0.356326594	-0.677951551	-0.159169336	0.028799664	1.646244704	2.392291332	1.76347044	2.396736349	0.649893602	1.681267707	2.431067925	2.381891946	0.710694092	3.121436254	2.537107963	1.950465297	1.894583034	2.703635047	2.531480189	1.079662518	1.244298554	1.050731135	2.129926379	2.333981795
1	0.380701774	0.329759011	-0.063774222	-0.091931255	-0.781783061	0.367201491	0.265601155	-0.240325772	0.036525555	-0.071343009	0.071926713	0.164898941	0.277320486	-0.195690196	-0.233551785	0.273952509	0.275798116	-0.72238635	-0.168299385	0.125399284	1.43972157	2.185073834	1.305454738	2.843189092	0.492975736	1.758588089	2.177745253	2.008430862	0.916208813	2.301637848	3.214990686	1.306927867	2.375366118	2.610615464	3.321674173	1.169947232	1.572046229	1.420500586	2.041243455	1.80045632
1	0.210822129	0.349719275	-0.10626649	-0.011517659	-0.680090351	0.45078919	0.27838614	-0.204000569	0.00998212	-0.06424563	-0.019239029	0.258451995	0.129910962	-0.188036543	-0.448179483	0.253890228	0.360190618	-0.693136328	0.076503369	0.036066056	0.975442355	2.202032111	0.756100681	2.697296345	0.984659923	1.596435861	2.064433841	2.576842862	1.564895145	2.182469523	2.541336133	1.096221449	2.112478647	2.47569788	2.262232908	1.262907993	1.305090251	0.943755374	2.366505049	2.056532546
1	0.42367367	0.283813754	-0.104141844	-0.000526153	-0.772391049	0.306654435	0.294114687	-0.225996862	-0.057776749	-0.037805906	0.111912614	0.243768392	0.313703386	-0.338325049	-0.085264689	0.244517527	0.370863413	-0.830077982	-0.313490838	0.172775242	1.41479217	2.324351202	0.764038642	2.178043703	0.37429026	1.28167907	1.906390683	2.406972357	0.792315713	2.630081873	3.258918563	1.265895507	2.27782599	2.305894712	3.58474195	1.082875938	1.817559727	1.072883345	1.007445992	1.803617541
1	0.249061017	0.319381545	-0.019638869	-0.070054199	-0.76410937	0.340687516	0.245590268	-0.19602695	-0.127506331	0.069050198	-0.037662919	0.388238252	0.186602563	-0.26966352	-0.342678998	0.300943893	0.396636955	-0.663776075	-0.194903609	0.189828632	0.806907448	1.978868897	1.119106811	2.21391147	0.512907579	1.148755509	2.303030409	2.629315712	0.923383894	3.411767392	2.470263094	1.824337014	1.883625971	1.836607266	2.91130665	1.244758969	1.542943073	1.194968733	1.916430855	2.538865736
1	0.227261584	0.199602624	0.036424948	-0.021876464	-0.647211351	0.254646362	0.257268803	-0.310551782	-0.216638407	0.106341179	0.064174919	0.359811913	0.299504406	-0.345432407	-0.170273901	0.248046839	0.451849249	-0.783578744	-0.221408479	0.212038706	1.590810567	1.773115131	1.282370293	2.471632372	0.587129682	0.970278906	1.705873711	2.94694906	0.556849223	2.759409784	2.664252765	1.836081076	1.902182422	1.915514934	3.312135051	0.922061007	1.620643467	0.608183636	1.136442028	2.024631675
1	0.403179989	0.026427174	0.024970714	-0.1205903	-0.479785814	0.152407351	0.125780648	-0.205980307	-0.250048305	-0.031680877	0.00906473	0.065347168	0.144338593	-0.013483415	-0.217634294	0.577628567	0.494471921	-0.715212012	-0.140552882	0.15135135	1.513173746	2.345111753	1.022678591	3.342263669	0.662629206	1.20989656	2.378418267	2.367408314	0.747464539	2.410168948	2.606349365	1.276717749	2.032517159	3.649043352	2.731061372	1.547244244	2.178561387	1.01412484	1.527709099	2.569813307
1	0.302450028	0.093783718	-0.023352749	-0.07788563	-0.647612469	0.327446245	0.275982573	-0.422554211	-0.039704098	0.076223405	0.161979595	0.153931486	0.327556621	-0.201506243	-0.1385865	0.211959891	0.333037841	-0.768923655	-0.069034596	0.124808747	1.56974226	1.750435542	1.353208603	2.639829314	0.453722345	1.57920628	2.453418092	1.605990879	1.239069047	2.905686885	3.61084317	1.217928214	2.542743687	2.359598742	3.676833835	0.93402344	1.235656398	0.871207928	1.826299765	2.266283529
1	0.437926765	0.120499805	0.029012393	0.016388171	-0.41929884	0.286184232	0.309050548	-0.126161072	-0.086929788	-0.125102629	-0.043422498	0.170559265	0.158799256	-0.451494171	0.052817659	0.427280125	0.245119697	-0.76431849	-0.285671538	0.048761112	1.654500656	2.024092239	1.366159865	2.833530527	0.663293869	0.963070038	2.270616435	3.180221935	1.896449868	3.117546349	3.327256966	0.797260252	1.681107	0.92954224	3.27388339	1.77942975	0.689894501	1.551267752	1.040236329	2.93007736
1	0.480936178	0.274162879	-0.120518839	-0.10572003	-0.756591123	0.314730028	0.288942774	-0.187804961	-0.057906204	-0.074981365	0.08175268	0.154458781	0.291870015	-0.246536809	-0.06475132	0.320607189	0.360125882	-0.788006773	-0.303013063	0.13824408	1.343147542	2.429311054	0.934971965	2.627700498	0.402341985	1.507844843	2.120930922	2.111240604	0.94065409	2.209903479	3.170616064	1.302506243	2.443811582	2.487792022	3.906938665	1.162167158	1.659086274	1.138871348	1.328494441	1.91202378
1	0.381014478	0.076124765	-0.021436234	-0.041868893	-0.407111713	0.346709832	0.216145188	-0.089431196	0.056237259	-0.122088432	-0.076481117	0.158886669	0.2165739	-0.294557468	-0.293777826	0.47401875	0.265185031	-0.765570238	-0.118816858	0.040244104	1.389916166	1.817103405	0.676870855	2.459612805	1.237518697	1.257448849	1.578596861	4.111528443	1.724675492	2.121502324	2.136329664	1.192277039	1.812271258	2.250214569	1.454806415	1.419861323	0.905965684	0.731119059	1.630945066	1.624870255
1	0.301937138	0.286924749	0.063822962	-0.135382103	-0.44960511	0.4187715	0.244091577	-0.274804836	0.175371911	0.099216087	0.045151612	0.254635446	0.225099811	-0.323695786	-0.633688241	0.185848935	0.113185358	-0.660792518	-0.097119311	0.161030818	1.941078173	2.245175396	1.383320097	2.16821556	0.546233996	1.610693257	1.941727379	3.013707404	2.264123272	2.72302113	2.957073818	1.134641837	1.663094356	1.531327899	0.303594427	1.041673895	0.979901962	1.028411904	1.207315776	1.614270488
1	0.325689843	-0.013528038	0.310770835	0.208438139	-0.456313085	0.359962542	0.290339197	-0.174132563	-0.214585832	-0.198535729	-0.073121262	0.224723656	0.136396581	-0.518525507	-0.00113599	0.571473883	0.397969298	-0.781874866	-0.37779432	-0.016216783	1.192558623	0.579461778	2.226528463	4.251754372	0.501997751	1.121781561	1.768655754	2.845205999	0.537149509	2.528858363	3.835677371	1.099014674	1.742862461	1.043640051	3.099983541	1.374826223	1.064951275	1.41522416	0.866877997	1.732171993
1	0.706156307	-0.059008102	-0.073469131	0.072854474	-0.489916027	0.329387947	0.243114571	-0.2024551	-0.264966769	-0.074247395	-0.034933815	0.019010598	0.201391652	-0.407821679	-0.32046004	0.565402423	0.523813425	-0.671531827	-0.228281447	0.165959935	2.159578277	1.946716574	1.83708607	4.602162243	0.468124935	1.273566948	1.741078183	2.428649557	0.415581231	2.685440961	2.624053743	0.843785585	1.406518257	1.887823637	1.315813667	1.534324266	1.178478892	2.935024717	2.0204237	2.033138221
1	0.860290517	0.187647295	0.109539073	-0.036158453	-0.321634767	0.263086533	0.126655113	0.354455363	-0.206290087	-0.439464934	-0.343725397	0.233488317	-0.035451121	-0.716380667	0.449702053	0.611645757	0.265801476	-0.764751808	-0.526095892	-0.072358372	3.396391516	1.817817366	1.905502224	2.480756955	0.799817635	1.155601043	0.791918488	4.554659267	1.183524113	1.93663333	2.152064665	1.145902906	1.081618529	0.567607668	5.788425245	0.876104812	0.764662477	1.059496982	0.30990136	1.578103703
1	0.520310276	0.317769897	-0.186263084	-0.071227895	-0.834180237	0.345596192	0.194368595	-0.143182804	-0.056850118	-0.054213553	0.158632185	0.17876301	0.252131521	-0.231831333	-0.083417822	0.278043345	0.294928444	-0.781585292	-0.266160661	0.168369334	1.673911314	2.426507494	1.059015146	2.476641499	0.565687095	1.398699081	2.111211616	2.016589643	0.861456591	2.265393094	2.864737179	1.290035911	2.328727603	2.186331443	3.515393744	1.164852862	1.402202518	0.881479504	1.514343412	1.92058906
1	0.474921105	0.142047064	0.236054488	-0.028983108	-0.567900447	0.450433054	0.187173397	-0.32119778	-0.153387098	-0.108009261	0.106223462	0.225112139	0.154713046	-0.321363982	-0.453305573	0.422757004	0.343183499	-0.754992845	-0.092715173	0.059237008	1.847143936	1.75616671	3.148645212	3.493515749	0.461239652	2.239663297	1.357830455	1.452054393	0.490594369	2.45218269	4.060606508	1.425674078	1.278529922	2.411343855	0.886742	1.656739788	1.058416821	1.865557303	2.61132893	1.945548465
1	0.403095816	0.270565217	-0.061776455	0.015910052	-0.746305601	0.437606737	0.319934196	-0.272585018	-0.093770916	-0.021909588	0.089749421	0.20487936	0.280015311	-0.291656747	-0.138484527	0.314818036	0.326417345	-0.825969518	-0.328690927	0.118157805	1.515793759	2.737558021	1.000265239	2.302396763	0.322453845	1.439268175	2.041300984	2.67246437	0.804424661	1.953027349	2.785633828	1.386506179	2.094485614	2.311349176	3.348493707	1.087005657	1.829480777	1.0012508	1.323432596	1.969525362
1	0.342632824	0.014848435	0.11182358	-0.099476826	-0.363674402	0.111020546	0.014804592	-0.069834461	-0.262530947	0.014987959	-0.006569633	0.109192717	0.226075695	-0.207554402	-0.173225456	0.471748542	0.463722118	-0.632482687	-0.18764333	0.122135137	1.49618998	2.304305391	1.941802983	2.796296334	0.599561044	0.528837249	0.926476526	3.022277611	0.4824939	2.39618859	2.935576044	1.464741227	1.778664457	3.090659416	2.07922375	2.606782337	1.635087492	2.949717311	1.014933822	1.596180684
1	0.26789286	0.280514158	0.077155438	-0.097979158	-0.739964031	0.308376775	0.172857925	-0.197936881	-0.074855151	-0.006607509	0.023002632	0.277457484	0.306567163	-0.298749581	-0.099886138	0.274814734	0.377822275	-0.796272618	-0.22519952	0.170989143	1.447639079	2.027563015	1.205998647	2.21564853	0.658172737	1.198281182	2.009597104	2.981446555	0.984354504	2.33111508	2.363162694	1.787793791	1.781157397	2.027718097	3.741650129	0.899614795	1.577030851	0.951672091	1.450446793	1.671556374
1	0.419296141	0.284848931	0.125589702	-0.012908742	-0.479836825	0.320565649	0.327548632	-0.194002707	-0.07907412	-0.219298797	-0.13946103	0.351630277	0.069275562	-0.473494727	0.054519101	0.477622118	0.314191182	-0.854732777	-0.266415989	-0.025861583	1.948775548	2.496390136	1.497713518	2.206169539	0.545004586	0.789880709	1.285507054	2.601859572	1.341711666	2.227343729	1.876686033	1.457951757	0.795240269	1.557667711	4.014093972	1.808729813	1.52386362	0.673573246	1.512463177	2.155306546
1	0.480689983	0.243504691	0.177352483	-0.044733025	-0.413958269	0.390092562	0.236180779	-0.260609475	-0.268416034	-0.147160974	-0.017336312	0.393772497	0.297546246	-0.509544937	-0.190724697	0.638008917	0.365660428	-0.952475227	-0.437608512	0.019758876	2.137268424	2.343638591	2.056043782	2.744399969	0.643270513	1.525056744	1.230554065	2.498799738	0.527878954	3.1036526	3.035240751	1.890825199	2.266111296	1.385254514	1.787004281	2.46167701	1.36696913	0.581913896	0.502684934	2.206151542
1	0.359601724	0.334638326	-0.180049039	-0.243376428	-0.584739765	0.359100087	0.187557636	-0.254373324	-0.223016213	0.038494852	0.16425089	0.303807223	0.232564463	-0.297214535	-0.081379698	0.24586749	0.381565154	-0.736030673	-0.148441941	0.141173771	1.469240197	2.709738876	1.020062608	1.803400383	0.494134758	1.674382464	1.981822757	3.236634449	0.635322567	2.509387928	3.569947882	1.355009559	1.668116637	3.155243919	3.719967374	1.249265471	1.091686544	1.47898234	1.439789039	2.011139687
1	0.285429993	0.342190618	0.001806832	0.03458406	-0.835664609	0.338925556	0.235903316	-0.158076591	-0.044099084	-0.029015629	-0.004754005	0.277673508	0.254713174	-0.256962022	-0.279829589	0.284391004	0.367368003	-0.695700234	-0.207909245	0.089024946	1.116707045	1.95391971	0.870081402	2.312684557	0.599692228	1.030832575	2.180399938	2.566633624	0.864814379	2.333626031	2.419349114	1.592396149	1.867447761	2.759696372	3.548477952	1.05163685	1.689797015	0.90518944	1.581103614	2.035676306
