label	d_fpssm0	d_fpssm1	d_fpssm2	d_fpssm3	d_fpssm4	d_fpssm5	d_fpssm6	d_fpssm7	d_fpssm8	d_fpssm9	d_fpssm10	d_fpssm11	d_fpssm12	d_fpssm13	d_fpssm14	d_fpssm15	d_fpssm16	d_fpssm17	d_fpssm18	d_fpssm19
2	0.02	0.005641026	0.014358974	0.014871795	0	0.004615385	0.007692308	0.009230769	0.013846154	0.013333333	0.014871795	0.003076923	0.00974359	0.001025641	0.014358974	0.014871795	0.014358974	0.011282051	0.005128205	0.00974359
2	0.008846154	0.013076923	0.003846154	0.006923077	0	0.014615385	0.009230769	0.013076923	0.006153846	0.015	0.017692308	0.008846154	0.02	0.008846154	0.003076923	0.008846154	0.009615385	0.000384615	0.004230769	0.015
2	0.02	0.004230769	0.000769231	0.000769231	0	0.004230769	0.003846154	0.011538462	0.001923077	0.016538462	0.018461538	0.005384615	0.014230769	0.005384615	0.009230769	0.009230769	0.007307692	0.006538462	0.008076923	0.014615385
2	0.012459016	0.006557377	0.00295082	0.004590164	0	0.006557377	0.004590164	0.009180328	0.001311475	0.012459016	0.02	0.005245902	0.011803279	0.003934426	0.004590164	0.008852459	0.008852459	0.008852459	0.004590164	0.007213115
2	0.005	0.003235294	0.014117647	0.004117647	0	0.003529412	0.001764706	0.003529412	0.010882353	0.02	0.011176471	0.003823529	0.007352941	0.011176471	0.004705882	0.007058824	0.005588235	0.002058824	0.008529412	0.013235294
2	0.01	0.016666667	0.004285714	0.004285714	0.003333333	0.013333333	0.015238095	0.01047619	0.007142857	0.013809524	0.01047619	0.019047619	0.007619048	0	0.009047619	0.008095238	0.002857143	0.00952381	0.002857143	0.012857143
2	0.007272727	0.02	0.006818182	0.005454545	0	0.015454545	0.011818182	0.012272727	0.015909091	0.013181818	0.018636364	0.012272727	0.013636364	0.019090909	0.003181818	0.006363636	0.005	0.016818182	0.017272727	0.011363636
2	0.014237288	0.013559322	0.007457627	0.002711864	0	0.016610169	0.004067797	0.003389831	0.006101695	0.016949153	0.015254237	0.005762712	0.02	0.005762712	0	0.008813559	0.008135593	0.008474576	0.008135593	0.014576271
2	0.009230769	0.003076923	0.006538462	0.007692308	0	0.016153846	0.018461538	0.006923077	0.006538462	0.015	0.013846154	0.001923077	0.007307692	0.003076923	0.006923077	0.014230769	0.003461538	0.009615385	0.002307692	0.008846154
2	0.003508772	0.012631579	0.001403509	0.002105263	0.006666667	0.018245614	0.009122807	0.003508772	0	0.009473684	0.015789474	0.007017544	0.010526316	0.001754386	0.003508772	0.002105263	0.000701754	0.014736842	0.005614035	0.009824561
2	0.01	0.011153846	0.009230769	0.007307692	0	0.016538462	0.008076923	0.003846154	0.016923077	0.015	0.02	0.005769231	0.018461538	0.003846154	0	0.007692308	0.004615385	0.001153846	0.006923077	0.011538462
2	0.004807692	0.009038462	0	0.000769231	0.000576923	0.006923077	0.001730769	0.006923077	0.000384615	0.003846154	0.007692308	0.003269231	0.006538462	0.002307692	0.003269231	0.002884615	0.001538462	0.019615385	0.0025	0.003076923
2	0.01173913	0.010434783	0.003913043	0.00173913	0.001304348	0.015217391	0.009130435	0.01	0	0.013043478	0.012608696	0.006521739	0.011304348	0.00826087	0.004782609	0.004782609	0.001304348	0.016956522	0.004782609	0.009130435
2	0.014693878	0.02	0.005306122	0.00244898	0	0.012653061	0.006530612	0.004897959	0.004897959	0.015918367	0.018367347	0.009795918	0.017959184	0.003265306	0	0.013469388	0.009795918	0.010204082	0.005306122	0.013061224
2	0.011428571	0.02	0.007346939	0.003673469	0	0.011428571	0.005306122	0.004897959	0.003265306	0.015510204	0.018367347	0.009795918	0.019183673	0.002040816	0	0.013061224	0.010204082	0.010612245	0.004489796	0.013061224
2	0.02	0.01787234	0.003404255	0.004255319	0	0.009361702	0.008510638	0.009787234	0.001702128	0.014042553	0.01787234	0.008510638	0.016170213	0.005106383	0.002553191	0.015319149	0.010638298	0.000851064	0.002553191	0.013191489
2	0.012156863	0.011764706	0.008235294	0.002352941	0	0.014509804	0.002745098	0.003921569	0.005098039	0.018039216	0.015686275	0.005882353	0.016078431	0.002745098	0.000392157	0.00745098	0.00745098	0.000392157	0.001960784	0.015294118
2	0.017627119	0.011186441	0.00440678	0.002711864	0.000338983	0.011186441	0.005423729	0.005762712	0.002033898	0.02	0.012881356	0.010508475	0.013559322	0.005423729	0.003389831	0.008813559	0.007118644	0	0.00779661	0.014576271
2	0.00627451	0.006666667	0.004705882	0.006666667	0	0.005882353	0.007843137	0.004705882	0.005882353	0.014117647	0.02	0.006666667	0.01254902	0.01254902	0.009411765	0.010588235	0.009411765	0.012941176	0.014117647	0.010588235
2	0.0092	0.0068	0.0128	0.0024	0.0036	0.0108	0.0068	0.0072	0.0048	0.0168	0.02	0.0092	0.0136	0	0.0056	0.0148	0.0048	0	0.0008	0.0124
2	0.005925926	0.003703704	0.014074074	0.011111111	0	0.007777778	0.00962963	0.002222222	0.006296296	0.02	0.017777778	0.008888889	0.011481481	0.008888889	0.002962963	0.01037037	0.006666667	0.001851852	0.006666667	0.014814815
2	0.007368421	0.008421053	0.00245614	0.013333333	0	0.007368421	0.014385965	0.012631579	0.003157895	0.016140351	0.02	0.007017544	0.015087719	0	0	0.006666667	0.005263158	0	0.000701754	0.012280702
2	0.01	0.005185185	0.002962963	0.007777778	0	0.016296296	0.012222222	0.002222222	0.002592593	0.01962963	0.02	0.01037037	0.017037037	0.00037037	0.008888889	0.003703704	0.001851852	0.004444444	0.000740741	0.018518519
2	0.017727273	0.005	0.009090909	0.001363636	0.011818182	0.008636364	0.005454545	0.002272727	0.004090909	0.015454545	0.015	0.005909091	0.010454545	0.002272727	0.009090909	0.019545455	0.007727273	0	0.001818182	0.015
2	0.004561404	0.007719298	0.010175439	0.008421053	0	0.006315789	0.009473684	0.002105263	0.005614035	0.017192982	0.02	0.008421053	0.015087719	0.007368421	0.002807018	0.007719298	0.005614035	0.006315789	0.00877193	0.012631579
2	0.006153846	0.006153846	0.003461538	0.004615385	0	0.011923077	0.008461538	0.009230769	0.006538462	0.02	0.016153846	0.003846154	0.018846154	0.013461538	0.009230769	0.004230769	0.003846154	0.007692308	0.011538462	0.016538462
2	0.003913043	0.009130435	0.012173913	0.009565217	0	0.014782609	0.016086957	0.005217391	0.004347826	0.02	0.016521739	0.014347826	0.013478261	0.007391304	0.006956522	0.009130435	0.007826087	0.00173913	0.006086957	0.017391304
2	0.017377049	0.009836066	0.003934426	0.002622951	0	0.009180328	0.006229508	0.006557377	0.001967213	0.02	0.012786885	0.009180328	0.014754098	0.00557377	0.002622951	0.009180328	0.007213115	0.000327869	0.007213115	0.014098361
