label	edp0	edp1	edp2	edp3	edp4	edp5	edp6	edp7	edp8	edp9	edp10	edp11	edp12	edp13	edp14	edp15	edp16	edp17	edp18	edp19
1	3.076041667	2.808854167	2.454166667	2.4265625	2.43125	2	1.861458333	2.4546875	1.584895833	2.2234375	2.93125	1.779166667	2.105208333	1.9625	2.410416667	2.3421875	1.679166667	3.9671875	1.819270833	1.908854167
1	2.265364583	1.881510417	2.548697917	3.401822917	2.679427083	3.075260417	2.240885417	2.91953125	2.048177083	3.491927083	3.238802083	2.31953125	2.19140625	3.157552083	2.51640625	2.02109375	1.734635417	3.43203125	2.638802083	3.111197917
1	1.909895833	2.009895833	1.990104167	3.3390625	2.1890625	2.544270833	3.5125	2.622395833	2.78125	3.003125	2.8125	2.240104167	1.95	3.6234375	2.688541667	2.014583333	1.674479167	3.103645833	2.113541667	2.7015625
1	2.04765625	1.853385417	2.967447917	2.779427083	1.72265625	1.938802083	2.489322917	2.059114583	3.098697917	3.35390625	3.12890625	2.405989583	2.329947917	2.200260417	1.60234375	2.49140625	2.382552083	2.230989583	1.61015625	2.83984375
1	2.52109375	1.618489583	1.745572917	1.945572917	1.469010417	1.80859375	1.740364583	2.440885417	1.379427083	2.63828125	2.44140625	1.56640625	2.154947917	2.134635417	2.380989583	2.28046875	1.753385417	3.391927083	1.563802083	2.662760417
1	2.456510417	2.590885417	2.313802083	4.345052083	1.90078125	2.212760417	2.819010417	3.031510417	1.933072917	3.701302083	3.438802083	2.24921875	3.07109375	2.829427083	2.270572917	2.49296875	1.93671875	3.153385417	1.876302083	3.219010417
1	3.24140625	2.05546875	2.24921875	2.192447917	1.690364583	2.198697917	1.966927083	3.211197917	1.953385417	3.447135417	2.76015625	2.35390625	2.16015625	3.85546875	2.126302083	2.384114583	2.177864583	3.224739583	3.308072917	2.68828125
1	2.475	2.209895833	2.016145833	2.7015625	1.791666667	2.099479167	2.173958333	2.953125	2.585416667	3.669270833	2.906770833	2.257291667	2.480729167	3.5515625	3.547916667	2.209375	1.857291667	2.186458333	2.208333333	3.266145833
1	2.177604167	2.354166667	2.586458333	2.869791667	1.6953125	2.230208333	2.360416667	2.9046875	1.847916667	3.355729167	2.828125	2.246354167	2.090104167	2.428125	1.671354167	2.414583333	2.090104167	3.569270833	1.609375	3.133333333
1	2.515885417	2.32578125	1.849739583	2.48984375	2.20390625	1.628385417	1.910677083	3.814322917	1.621614583	2.889322917	2.793489583	1.723177083	1.854947917	2.96796875	2.746614583	2.526302083	1.720052083	2.945572917	1.811197917	2.609114583
1	2.163541667	2.140625	1.991145833	2.191666667	1.688541667	1.827083333	1.9625	2.6359375	1.58125	2.8421875	2.597395833	2.173958333	1.9421875	3.2078125	2.771875	2.2625	2.144270833	3.342708333	1.854166667	2.741666667
1	2.306770833	1.8109375	1.647916667	2.465104167	1.484895833	1.694270833	1.60625	2.674479167	1.525	2.597395833	2.577083333	1.380208333	1.807291667	2.234895833	2.810416667	2.072395833	1.646875	3.766666667	2.342708333	2.344791667
1	1.620833333	2.339583333	1.84375	2.422916667	2.561979167	1.883333333	2.24375	2.375520833	1.3765625	1.96875	2.171875	1.961979167	1.417708333	2.215104167	1.930208333	2.23125	1.888541667	1.926041667	1.797395833	1.549479167
