label	alphaticr.alphaticr	alphaticr.aromatic	alphaticr.postivecharger	alphaticr.negativecharger	alphaticr.uncharger	aromatic.alphaticr	aromatic.aromatic	aromatic.postivecharger	aromatic.negativecharger	aromatic.uncharger	postivecharger.alphaticr	postivecharger.aromatic	postivecharger.postivecharger	postivecharger.negativecharger	postivecharger.uncharger	negativecharger.alphaticr	negativecharger.aromatic	negativecharger.postivecharger	negativecharger.negativecharger	negativecharger.uncharger	uncharger.alphaticr	uncharger.aromatic	uncharger.postivecharger	uncharger.negativecharger	uncharger.uncharger
1	0.17699115	0.019911504	0.07300885	0.07079646	0.099557522	0.030973451	0.002212389	0.002212389	0	0.008849558	0.068584071	0.004424779	0.026548673	0.015486726	0.033185841	0.061946903	0.004424779	0.015486726	0.008849558	0.039823009	0.099557522	0.013274336	0.030973451	0.03539823	0.057522124
1	0.130820399	0.015521064	0.066518847	0.064301552	0.137472284	0.026607539	0.011086475	0.00886918	0	0.015521064	0.073170732	0.00886918	0.022172949	0.00886918	0.042128603	0.044345898	0.00886918	0.019955654	0.00886918	0.022172949	0.137472284	0.017738359	0.039911308	0.022172949	0.046563193
1	0.155210643	0.022172949	0.070953437	0.064301552	0.11751663	0.024390244	0.006651885	0.011086475	0.00886918	0.00443459	0.059866962	0.006651885	0.013303769	0.022172949	0.033259424	0.075388027	0.00886918	0.013303769	0.015521064	0.031042129	0.11308204	0.011086475	0.026607539	0.033259424	0.050997783
1	0.130820399	0.026607539	0.070953437	0.053215078	0.12195122	0.019955654	0.002217295	0.00443459	0.00886918	0.019955654	0.070953437	0.00443459	0.00886918	0.024390244	0.033259424	0.055432373	0.00886918	0.017738359	0.011086475	0.031042129	0.124168514	0.013303769	0.039911308	0.026607539	0.070953437
1	0.117777778	0.02	0.053333333	0.042222222	0.113333333	0.022222222	0.013333333	0.024444444	0.011111111	0.022222222	0.037777778	0.015555556	0.006666667	0.024444444	0.048888889	0.053333333	0.011111111	0.015555556	0.004444444	0.035555556	0.113333333	0.033333333	0.033333333	0.037777778	0.088888889
1	0.167410714	0.017857143	0.049107143	0.051339286	0.120535714	0.020089286	0.002232143	0.011160714	0.008928571	0.020089286	0.026785714	0.015625	0.008928571	0.011160714	0.044642857	0.071428571	0.004464286	0.004464286	0.011160714	0.029017857	0.118303571	0.022321429	0.035714286	0.037946429	0.089285714
1	0.125560538	0.015695067	0.067264574	0.078475336	0.076233184	0.00896861	0.011210762	0.011210762	0.011210762	0.024663677	0.071748879	0.006726457	0.020179372	0.015695067	0.047085202	0.062780269	0.011210762	0.024663677	0.01793722	0.040358744	0.091928251	0.022421525	0.038116592	0.033632287	0.065022422
1	0.208988764	0.026966292	0.056179775	0.051685393	0.139325843	0.026966292	0	0	0.004494382	0.011235955	0.047191011	0.004494382	0.008988764	0.013483146	0.029213483	0.049438202	0.002247191	0.013483146	0.004494382	0.031460674	0.148314607	0.008988764	0.026966292	0.026966292	0.058426966
1	0.143820225	0.024719101	0.069662921	0.051685393	0.121348315	0.011235955	0.004494382	0.006741573	0.011235955	0.033707865	0.060674157	0.011235955	0.002247191	0.015730337	0.033707865	0.060674157	0.004494382	0.017977528	0.013483146	0.024719101	0.13258427	0.02247191	0.026966292	0.029213483	0.065168539
1	0.202702703	0.024774775	0.051801802	0.074324324	0.108108108	0.022522523	0.004504505	0.011261261	0.006756757	0.013513514	0.063063063	0.004504505	0.009009009	0.013513514	0.031531532	0.063063063	0.006756757	0.018018018	0.015765766	0.027027027	0.108108108	0.018018018	0.033783784	0.02027027	0.047297297
1	0.171171171	0.024774775	0.031531532	0.063063063	0.150900901	0.02027027	0	0.002252252	0.02027027	0.018018018	0.029279279	0.009009009	0.004504505	0.009009009	0.02027027	0.060810811	0.009009009	0.011261261	0.004504505	0.047297297	0.157657658	0.018018018	0.022522523	0.036036036	0.058558559
1	0.148984199	0.031602709	0.06772009	0.033860045	0.121896163	0.020316027	0.002257336	0.004514673	0.015801354	0.015801354	0.058690745	0.002257336	0.020316027	0.018058691	0.036117381	0.036117381	0.004514673	0.018058691	0.002257336	0.040632054	0.137697517	0.018058691	0.027088036	0.031602709	0.085778781
1	0.182844244	0.033860045	0.056433409	0.040632054	0.126410835	0.018058691	0.004514673	0	0.015801354	0.022573363	0.040632054	0.004514673	0.013544018	0.020316027	0.029345372	0.051918736	0.004514673	0.004514673	0.004514673	0.031602709	0.144469526	0.013544018	0.036117381	0.015801354	0.083521445
1	0.160633484	0.020361991	0.081447964	0.061085973	0.092760181	0.027149321	0.009049774	0.00678733	0.00678733	0.013574661	0.076923077	0.018099548	0.013574661	0.018099548	0.024886878	0.06561086	0.004524887	0.022624434	0.020361991	0.029411765	0.083710407	0.011312217	0.029411765	0.036199095	0.06561086
1	0.14479638	0.033936652	0.049773756	0.056561086	0.115384615	0.024886878	0.002262443	0.011312217	0.027149321	0.018099548	0.045248869	0.00678733	0.020361991	0.013574661	0.033936652	0.061085973	0.009049774	0.018099548	0.013574661	0.031674208	0.122171946	0.031674208	0.020361991	0.022624434	0.06561086
1	0.179138322	0.024943311	0.06122449	0.06122449	0.108843537	0.022675737	0.004535147	0.006802721	0.015873016	0.022675737	0.052154195	0.009070295	0.011337868	0.01814059	0.034013605	0.063492063	0.006802721	0.011337868	0.009070295	0.024943311	0.115646259	0.027210884	0.034013605	0.013605442	0.06122449
1	0.195899772	0.013667426	0.061503417	0.066059226	0.118451025	0.01594533	0.006833713	0.004555809	0.009111617	0.009111617	0.061503417	0.002277904	0.009111617	0.018223235	0.034168565	0.063781321	0.009111617	0.020501139	0.011389522	0.018223235	0.116173121	0.013667426	0.031890661	0.018223235	0.070615034
1	0.146118721	0.025114155	0.052511416	0.073059361	0.127853881	0.020547945	0.00456621	0.00913242	0.00913242	0.011415525	0.061643836	0.00913242	0.00913242	0.01369863	0.02739726	0.068493151	0.002283105	0.029680365	0.01369863	0.029680365	0.125570776	0.01369863	0.02283105	0.034246575	0.059360731
1	0.163972286	0.016166282	0.053117783	0.069284065	0.11778291	0.025404157	0.004618938	0.004618938	0.002309469	0.013856813	0.055427252	0.004618938	0.018475751	0.016166282	0.032332564	0.055427252	0.006928406	0.023094688	0.013856813	0.032332564	0.120092379	0.018475751	0.027713626	0.030023095	0.073903002
1	0.143187067	0.032332564	0.066974596	0.057736721	0.108545035	0.027713626	0	0.011547344	0.011547344	0.013856813	0.069284065	0.006928406	0.016166282	0.016166282	0.041570439	0.062355658	0.004618938	0.013856813	0.025404157	0.025404157	0.103926097	0.020785219	0.043879908	0.020785219	0.055427252
1	0.198614319	0.023094688	0.073903002	0.064665127	0.094688222	0.018475751	0.009237875	0.011547344	0.013856813	0.002309469	0.085450346	0.006928406	0.013856813	0.023094688	0.027713626	0.076212471	0.002309469	0.023094688	0.018475751	0.032332564	0.073903002	0.013856813	0.034642032	0.032332564	0.025404157
1	0.119437939	0.035128806	0.070257611	0.070257611	0.093676815	0.032786885	0.00234192	0.021077283	0.00234192	0.014051522	0.079625293	0.009367681	0.028103044	0.028103044	0.035128806	0.074941452	0.004683841	0.014051522	0.021077283	0.025761124	0.079625293	0.021077283	0.046838407	0.018735363	0.051522248
2	0.216374269	0.023391813	0.052631579	0.064327485	0.099415205	0.023391813	0	0.011695906	0.011695906	0.011695906	0.081871345	0.011695906	0.01754386	0.029239766	0	0.076023392	0.011695906	0.023391813	0.011695906	0.029239766	0.052631579	0.011695906	0.040935673	0.035087719	0.052631579
2	0.203125	0.0390625	0.0703125	0.0703125	0.0703125	0.0390625	0	0.0078125	0.0078125	0.0078125	0.0625	0.0078125	0.0234375	0.0078125	0.0390625	0.03125	0.015625	0.0234375	0.015625	0.03125	0.109375	0	0.015625	0.015625	0.0859375
2	0.161016949	0.025423729	0.042372881	0.076271186	0.088983051	0.021186441	0.004237288	0.016949153	0.004237288	0.021186441	0.06779661	0.021186441	0.012711864	0.016949153	0.025423729	0.042372881	0.004237288	0.033898305	0.016949153	0.055084746	0.097457627	0.012711864	0.038135593	0.042372881	0.050847458
2	0.176642336	0.018978102	0.046715328	0.058394161	0.137226277	0.02189781	0.005839416	0.00729927	0.001459854	0.008759124	0.03649635	0.002919708	0.020437956	0.01459854	0.035036496	0.052554745	0.001459854	0.01459854	0.011678832	0.032116788	0.148905109	0.016058394	0.02189781	0.026277372	0.081751825
2	0.199391172	0.01369863	0.053272451	0.051750381	0.133942161	0.01978691	0	0.00152207	0.00152207	0.01217656	0.04718417	0.00456621	0.00761035	0.01065449	0.03348554	0.054794521	0.00304414	0.00456621	0.00608828	0.03196347	0.129375951	0.01369863	0.03652968	0.03196347	0.097412481
2	0.165963432	0.018284107	0.043600563	0.045007032	0.129395218	0.021097046	0.005625879	0.007032349	0.00281294	0.019690577	0.025316456	0.004219409	0.009845288	0.011251758	0.042194093	0.046413502	0.00281294	0.008438819	0.007032349	0.025316456	0.142053446	0.025316456	0.025316456	0.023909986	0.142053446
2	0.189781022	0.02189781	0.058394161	0.051094891	0.131386861	0.01459854	0	0.01459854	0.00729927	0.01459854	0.04379562	0.02189781	0.01459854	0	0.03649635	0.02189781	0	0	0.02189781	0.03649635	0.182481752	0.00729927	0.02919708	0	0.080291971
2	0.183098592	0.021126761	0.059859155	0.028169014	0.147887324	0.017605634	0.003521127	0.014084507	0	0.01056338	0.059859155	0.007042254	0.007042254	0.021126761	0.024647887	0.035211268	0	0.017605634	0.003521127	0.031690141	0.14084507	0.014084507	0.021126761	0.038732394	0.091549296
2	0.176470588	0.026737968	0.042780749	0.053475936	0.090909091	0.021390374	0.005347594	0.010695187	0	0.053475936	0.037433155	0.026737968	0.032085561	0	0.032085561	0.032085561	0.010695187	0.026737968	0.005347594	0.026737968	0.117647059	0.021390374	0.021390374	0.042780749	0.085561497
2	0.130232558	0.041860465	0.051162791	0.046511628	0.093023256	0.03255814	0.009302326	0.013953488	0.004651163	0.027906977	0.046511628	0.009302326	0.018604651	0.023255814	0.046511628	0.037209302	0.013953488	0.023255814	0.009302326	0.027906977	0.111627907	0.013953488	0.041860465	0.027906977	0.097674419
