label	aac_pssm0	aac_pssm1	aac_pssm2	aac_pssm3	aac_pssm4	aac_pssm5	aac_pssm6	aac_pssm7	aac_pssm8	aac_pssm9	aac_pssm10	aac_pssm11	aac_pssm12	aac_pssm13	aac_pssm14	aac_pssm15	aac_pssm16	aac_pssm17	aac_pssm18	aac_pssm19
2	-0.137614679	-0.629969419	-0.963302752	-1.027522936	-3.018348624	-0.296636086	-0.957186544	-1.336391437	-1.28440367	-0.804281346	-0.593272171	-1.409785933	-0.330275229	-1.088685015	-1.623853211	-0.535168196	-0.5382263	-1.305810398	-1.01529052	-0.688073394
2	0.155495979	-0.034852547	-1.479892761	-1.104557641	-2.664879357	-0.126005362	-0.686327078	-1.302949062	-0.978552279	-1.037533512	-0.568364611	-1.037533512	-0.796246649	-1.54691689	-1.168900804	-0.592493298	-0.619302949	-1.327077748	-1.742627346	-0.632707775
2	0.208588957	-0.570552147	-1.478527607	-1.901840491	-3.300613497	0.09202454	-1.239263804	-1.582822086	-1.797546012	-1.141104294	-0.539877301	-1.300613497	-0.72392638	-2.079754601	-2.116564417	-0.785276074	-0.72392638	-2.392638037	-2.153374233	-0.662576687
2	-0.155487805	-0.640243902	-0.984756098	-0.942073171	-2.975609756	-0.301829268	-0.899390244	-1.234756098	-1.277439024	-0.87804878	-0.658536585	-1.304878049	-0.368902439	-1.112804878	-1.545731707	-0.551829268	-0.515243902	-1.295731707	-0.917682927	-0.713414634
2	-0.146892655	-0.562146893	-1.005649718	-0.912429379	-2.870056497	-0.259887006	-0.838983051	-1.197740113	-1.384180791	-0.830508475	-0.644067797	-1.242937853	-0.392655367	-1.155367232	-1.437853107	-0.480225989	-0.539548023	-1.211864407	-0.966101695	-0.731638418
2	-0.251184834	-0.426540284	-1.691943128	-1.246445498	-3.502369668	-0.601895735	-1.113744076	-1.298578199	-1.739336493	-1.109004739	-0.725118483	-1.876777251	-0.639810427	-1.393364929	-1.450236967	-0.6492891	-0.611374408	-1.578199052	-1.663507109	-0.644549763
2	-0.066465257	-0.6918429	-1.039274924	-1.060422961	-3.03021148	-0.283987915	-0.870090634	-1.299093656	-1.311178248	-0.86102719	-0.700906344	-1.383685801	-0.374622356	-1.160120846	-1.604229607	-0.543806647	-0.513595166	-1.395770393	-1.099697885	-0.737160121
2	0.006711409	-2.530201342	-1.154362416	-2.040268456	-2.879194631	-1.624161074	-2.516778523	-1.55033557	-3.067114094	-1.208053691	-1.89261745	-2.033557047	-1.744966443	-2.812080537	-2.630872483	-0.590604027	0.100671141	-3.55704698	-2.073825503	-0.939597315
2	-0.500823723	-0.911037891	-0.767710049	-1.194398682	-3.487644152	-0.542009885	-1.047775947	-1.492586491	-2.057660626	-0.876441516	-1.103789127	-1.156507414	-1.054365733	-1.792421746	-1.677100494	-0.429983526	-0.342668863	-3.153212521	-1.911037891	-0.573311367
2	-0.235294118	-1.161764706	-0.625	-1.419117647	-2.073529412	-0.264705882	-0.977941176	-1.683823529	-1.625	-0.683823529	-0.764705882	-0.602941176	-0.308823529	-1.919117647	-1.838235294	-0.147058824	-0.227941176	-2.970588235	-1.566176471	-0.676470588
2	-0.519434629	-0.985865724	-0.876325088	-1.227915194	-3.607773852	-0.613074205	-1.123674912	-1.630742049	-1.991166078	-0.855123675	-1.121908127	-1.208480565	-1.102473498	-1.780918728	-1.823321555	-0.4204947	-0.332155477	-3.14664311	-1.825088339	-0.522968198
2	-0.812148481	-0.989876265	-1.520809899	-1.451068616	-2.618672666	-0.868391451	-0.973003375	-2.25871766	-1.151856018	-0.816647919	-1.013498313	-1.097862767	-0.762654668	-1.74128234	-2.268841395	-1.098987627	-1.101237345	-2.849268841	-1.696287964	-1.05511811
2	-0.985436893	-1.504854369	-1.264563107	-1.740291262	-4.186893204	-1.031553398	-1.580097087	-2.22815534	-2.626213592	-0.995145631	-1.339805825	-1.550970874	-1.468446602	-2.281553398	-2.550970874	-0.893203883	-0.516990291	-3.966019417	-2.490291262	-0.75
2	-0.248120301	-0.759398496	-0.609022556	-1.308270677	-2.15037594	-0.172932331	-0.804511278	-1.721804511	-1.157894737	-0.992481203	-0.932330827	-0.533834586	-0.812030075	-1.984962406	-1.443609023	-0.180451128	-0.323308271	-2.872180451	-1.639097744	-0.977443609
2	-0.6277666	-1.211267606	-0.919517103	-1.410462777	-3.814889336	-0.756539235	-1.352112676	-1.720321932	-2.309859155	-0.92555332	-1.191146881	-1.412474849	-1.279678068	-1.973843058	-2.108651911	-0.509054326	-0.378269618	-3.579476861	-2.183098592	-0.583501006
2	-0.639405204	-2.144981413	-2.26394052	-2.94795539	-0.542750929	-2.05204461	-2.721189591	-1.397769517	-1.442379182	0.055762082	0.118959108	-2.282527881	-0.107806691	0.486988848	-1.82527881	-1.078066915	-1.208178439	0.308550186	-0.446096654	-0.706319703
2	-0.699438202	-0.72752809	-1.233146067	-1.165730337	-2.016853933	-1.06741573	-1.014044944	-1.637640449	-0.952247191	-0.786516854	-1.20505618	-1.353932584	-0.446629213	-1.443820225	-2.095505618	-0.893258427	-0.789325843	-2.06741573	-1.151685393	-0.856741573
2	0.12345679	-2.240740741	-1.055555556	-1.956790123	-2.277777778	-1.469135802	-2.209876543	-1.24691358	-2.882716049	-1.185185185	-1.808641975	-1.833333333	-1.567901235	-2.419753086	-2.302469136	-0.487654321	0.25308642	-3.018518519	-1.913580247	-0.851851852
2	-0.352564103	-1.397435897	-1.461538462	-2.576923077	-3.076923077	-1.429487179	-2.769230769	-1.756410256	-2.179487179	-1.179487179	-1.5	-2.737179487	-1.397435897	-2.25	-3.121794872	-0.442307692	-0.166666667	-3.134615385	-2.512820513	-0.871794872
2	-0.295289855	-1.045289855	-0.617753623	-1.052536232	-3.512681159	-0.492753623	-1.114130435	-1.248188406	-2.014492754	-0.80615942	-1.063405797	-1.130434783	-1.038043478	-1.769927536	-1.567028986	-0.081521739	0.025362319	-3.244565217	-1.820652174	-0.527173913
2	-0.585294118	-2.302941176	-2.691176471	-3.4	-3.95	-2.035294118	-2.761764706	-2.335294118	-3.05	-0.55	-0.6	-2.435294118	-0.114705882	-1.741176471	-3.976470588	-1.111764706	-1.211764706	-3.497058824	-2.423529412	-0.832352941
2	-1	-1.216699801	-1.64612326	-1.568588469	-2.799204771	-1.174950298	-1.210735586	-2.439363817	-1.636182903	-1.097415507	-1.264413519	-1.435387674	-1.057654076	-2.111332008	-2.560636183	-1.133200795	-1.133200795	-3.151093439	-2.02584493	-1.31610338
2	-0.407563025	-1.06302521	-0.717086835	-1.100840336	-3.366946779	-0.522408964	-0.995798319	-1.364145658	-1.824929972	-0.740896359	-1.093837535	-1.044817927	-1.008403361	-1.724089636	-1.425770308	-0.403361345	-0.231092437	-3.12605042	-1.785714286	-0.432773109
2	-0.161073826	-0.561073826	-1.440268456	-1.371812081	-1.931543624	-0.801342282	-1.067114094	-1.468456376	-0.869798658	-0.612080537	-0.365100671	-1.296644295	-0.420134228	-0.857718121	-1.436241611	-0.944966443	-0.758389262	-1.287248322	-0.943624161	-0.479194631
2	-0.49471831	-1.100352113	-0.792253521	-1.278169014	-3.646126761	-0.628521127	-1.25	-1.459507042	-2.095070423	-0.804577465	-1.126760563	-1.290492958	-1.086267606	-1.809859155	-1.816901408	-0.477112676	-0.320422535	-3.174295775	-1.889084507	-0.50528169
2	-0.417974322	-0.837375178	-0.684736091	-1.092724679	-3.236804565	-0.482168331	-0.984308131	-1.379457917	-1.800285307	-0.817403709	-1.106990014	-1.042796006	-0.995720399	-1.741797432	-1.288159772	-0.316690442	-0.258202568	-2.89871612	-1.706134094	-0.562054208
2	-0.928921569	-2.431372549	-2.808823529	-3.644607843	-3.977941176	-2.093137255	-2.727941176	-2.821078431	-3.139705882	-0.977941176	-1.029411765	-2.401960784	-0.75245098	-2.154411765	-4.134803922	-1.365196078	-1.389705882	-3.928921569	-2.757352941	-1.259803922
2	0.325174825	-0.601398601	-1.377622378	-1.178321678	-2.398601399	0.101398601	-0.804195804	-1.335664336	-1.055944056	-1.143356643	-0.447552448	-1.363636364	-0.916083916	-1.611888112	-1.437062937	-0.559440559	-0.618881119	-1.426573427	-1.734265734	-0.688811189
2	-0.926056338	-1.184859155	-1.753521127	-1.795774648	-2.672535211	-1.172535211	-1.302816901	-2.491197183	-1.536971831	-1.167253521	-1.188380282	-1.431338028	-1.012323944	-2.019366197	-2.633802817	-1.205985915	-1.211267606	-3.040492958	-2.033450704	-1.292253521
2	-0.066465257	-0.534743202	-0.791540785	-1.021148036	-2.809667674	-0.196374622	-0.779456193	-1.102719033	-1.317220544	-0.685800604	-0.764350453	-0.782477341	-0.586102719	-1.302114804	-0.770392749	-0.302114804	-0.35347432	-1.96978852	-1.320241692	-0.419939577
2	-0.848970252	-1.462242563	-1.098398169	-1.640732265	-3.913043478	-0.986270023	-1.537757437	-2.04576659	-2.652173913	-0.830663616	-1.199084668	-1.455377574	-1.400457666	-2.105263158	-2.448512586	-0.661327231	-0.398169336	-3.789473684	-2.446224256	-0.656750572
2	-0.903940887	-2.379310345	-2.783251232	-3.517241379	-3.89408867	-2.014778325	-2.637931034	-2.736453202	-3.100985222	-0.95320197	-1.012315271	-2.374384236	-0.716748768	-2.128078818	-4.115763547	-1.337438424	-1.396551724	-3.862068966	-2.63546798	-1.201970443
2	-0.97752809	-1.548314607	-1.253932584	-1.773033708	-4.188764045	-1.051685393	-1.55505618	-2.179775281	-2.75505618	-1.015730337	-1.453932584	-1.512359551	-1.541573034	-2.350561798	-2.633707865	-0.865168539	-0.512359551	-3.948314607	-2.537078652	-0.862921348
2	-0.815340909	-0.877840909	-1.224431818	-1.303977273	-2.122159091	-1.181818182	-1.056818182	-1.886363636	-1.090909091	-0.755681818	-1.204545455	-1.494318182	-0.559659091	-1.457386364	-2.252840909	-1.011363636	-0.821022727	-2.252840909	-1.230113636	-0.863636364
2	-0.384	-0.848	-0.592	-1.312	-2.272	-0.112	-0.76	-1.832	-1.328	-1.136	-1.08	-0.488	-0.992	-2.08	-1.552	-0.248	-0.392	-3.056	-1.744	-1.192
2	-0.398970399	-1.041184041	-0.759330759	-1.104247104	-3.512226512	-0.561132561	-1.021879022	-1.38996139	-1.978120978	-0.801801802	-1.108108108	-1.033462033	-1.126126126	-1.837837838	-1.374517375	-0.396396396	-0.218790219	-3.302445302	-1.922779923	-0.431145431
2	-1.216718266	-2.770897833	-2.86377709	-3.721362229	-3.851393189	-2.030959752	-2.854489164	-2.904024768	-2.978328173	-0.544891641	-0.702786378	-2.594427245	-0.318885449	-1.60371517	-4.247678019	-1.386996904	-1.46749226	-3.916408669	-2.287925697	-1.114551084
2	-0.823255814	-1.311627907	-1.109302326	-1.558139535	-3.881395349	-0.911627907	-1.420930233	-2.013953488	-2.430232558	-0.937209302	-1.220930233	-1.358139535	-1.327906977	-2.055813953	-2.369767442	-0.711627907	-0.423255814	-3.672093023	-2.262790698	-0.648837209
2	-0.712898752	-0.403606103	-0.918169209	-0.907073509	-2.302357836	-0.758668516	-0.414701803	-1.696255201	-0.987517337	-0.468793343	-0.943134535	-0.710124827	-0.46740638	-1.282940361	-1.690707351	-0.696255201	-0.682385576	-2.316227462	-0.941747573	-0.60332871
2	-0.931034483	-2.357142857	-2.756157635	-3.497536946	-3.876847291	-2.041871921	-2.650246305	-2.807881773	-3.061576355	-0.958128079	-0.995073892	-2.300492611	-0.709359606	-2.054187192	-4.091133005	-1.359605911	-1.391625616	-3.753694581	-2.633004926	-1.216748768
2	-0.17027027	-0.897297297	-0.747297297	-1.077027027	-3.433783784	-0.433783784	-0.958108108	-1.197297297	-2.175675676	-0.681081081	-0.959459459	-1.060810811	-1.160810811	-1.843243243	-1.174324324	-0.286486486	-0.072972973	-3.358108108	-1.977027027	-0.331081081
2	-0.699376947	-0.501557632	-1.04517134	-0.962616822	-2.46105919	-0.755451713	-0.400311526	-1.601246106	-1.381619938	-0.406542056	-0.934579439	-0.690031153	-0.705607477	-1.76635514	-1.719626168	-0.676012461	-0.64953271	-3.172897196	-1.651090343	-0.602803738
2	-0.193950178	-1.371886121	-1.567615658	-2.016014235	-2.889679715	-1.448398577	-1.546263345	-1.334519573	-1.975088968	0.336298932	-0.023131673	-1.5	0.31316726	-0.320284698	-1.916370107	-0.389679715	-0.483985765	-2.414590747	-0.676156584	-0.067615658
2	-0.238655462	-1.058823529	-1.579831933	-1.968067227	-2.536134454	-1.235294118	-1.428571429	-1.295798319	-1.845378151	0.196638655	-0.060504202	-1.32605042	0.435294118	-0.250420168	-1.868907563	-0.559663866	-0.650420168	-1.8	-0.675630252	-0.213445378
2	-0.173913043	-1.341137124	-2.08361204	-2.585284281	-2.913043478	-1.411371237	-1.909698997	-1.692307692	-2.588628763	-0.110367893	-0.053511706	-1.742474916	0.234113712	-0.97993311	-2.404682274	-0.842809365	-0.936454849	-2.635451505	-1.571906355	-0.220735786
3	-0.534391534	-1.171957672	-0.822751323	-0.830687831	-2.243386243	-0.481481481	-0.277777778	-1.30952381	-1.097883598	-0.642857143	-0.984126984	-0.878306878	0.037037037	-1.264550265	-1.335978836	-0.420634921	-0.563492063	-2.62962963	-1.428571429	-0.671957672
3	-0.491712707	-1.138121547	-0.569060773	-1.116022099	-1.718232044	-0.602209945	-0.745856354	-1.635359116	-0.939226519	-1.060773481	-1.093922652	-0.91160221	-0.773480663	-1.480662983	-1.392265193	-0.149171271	-0.182320442	-2.408839779	-1.093922652	-0.817679558
3	-0.816901408	-1.232394366	-0.732394366	-1.415492958	-1.802816901	-0.929577465	-1.070422535	-1.549295775	-1.394366197	-0.943661972	-1	-0.732394366	-0.690140845	-1.323943662	-1.985915493	-0.38028169	-0.457746479	-2.387323944	-1.147887324	-0.943661972
3	-0.615942029	-0.539855072	-0.648550725	-0.905797101	-1.688405797	0.18115942	-0.326086957	-1.869565217	-0.550724638	-0.927536232	-0.626811594	-0.507246377	-0.710144928	-1.449275362	-1.673913043	-0.394927536	-0.47826087	-1.851449275	-1.065217391	-0.974637681
3	-0.268965517	-0.896551724	-0.903448276	-0.855172414	-1.889655172	-0.393103448	-0.448275862	-1.531034483	-0.903448276	-1.089655172	-0.537931034	-1.075862069	-0.655172414	-1.262068966	-1.510344828	-0.510344828	-0.524137931	-2.434482759	-1.413793103	-0.924137931
3	-0.419847328	-0.618320611	-1.236641221	-1.65648855	-1.72519084	-0.358778626	-0.816793893	-1.465648855	-1.458015267	-0.847328244	-0.679389313	-0.763358779	-0.404580153	-1.473282443	-1.259541985	-0.511450382	-0.404580153	-2.351145038	-1.290076336	-0.519083969
3	-0.757201646	-0.975308642	-1.209876543	-1.205761317	-2.316872428	-0.983539095	-0.592592593	-2.674897119	-0.925925926	-0.691358025	-1.115226337	-1.218106996	-0.510288066	-2.086419753	-3.670781893	-1.074074074	-1.111111111	-3.580246914	-1.485596708	-1.283950617
3	0.602023609	-0.817875211	-0.320404722	-0.747048904	-2.340640809	0.26306914	-0.070826307	-1.028667791	-1.443507589	-0.667790894	-0.613827993	0.102866779	-0.175379427	-1.758853288	-1.861720067	0.038785835	-0.010118044	-2.824620573	-1.768971332	-0.608768971
3	-0.194029851	-0.537313433	-0.985074627	-1.134328358	-1.746268657	0.194029851	-0.194029851	-1.208955224	-1.059701493	-1.208955224	-0.985074627	-0.597014925	-0.611940299	-1.731343284	-1.671641791	-0.388059701	-0.373134328	-2.402985075	-1.492537313	-0.985074627
3	-0.060869565	-0.582608696	-1.156521739	-1.295652174	-1.47826087	-0.217391304	-0.304347826	-1.191304348	-0.956521739	-1.147826087	-0.660869565	-0.652173913	-0.443478261	-1.547826087	-1.582608696	-0.417391304	-0.495652174	-2.07826087	-1.226086957	-0.904347826
3	-0.407114625	-0.91831357	-0.750988142	-1.086956522	-3.475625823	-0.455862978	-0.965744401	-1.279314888	-1.955204216	-0.84057971	-1.086956522	-1.052700922	-0.996047431	-1.720685112	-1.455862978	-0.357048748	-0.238471673	-2.93544137	-1.835309618	-0.563899868
3	-0.083333333	-0.483870968	-0.930107527	-0.755376344	-2.524193548	-0.064516129	-0.306451613	-1.475806452	-1.209677419	-1.072580645	-0.637096774	-0.596774194	-0.680107527	-1.567204301	-1.833333333	-0.25	-0.61827957	-3.069892473	-1.663978495	-1.067204301
3	-0.6133829	-0.486988848	-1.442379182	-1.26394052	-2.416356877	-0.460966543	-0.624535316	-1.776951673	-0.866171004	-0.962825279	-0.959107807	-1.085501859	-1.022304833	-1.628252788	-1.323420074	-0.776951673	-0.836431227	-2.773234201	-1.680297398	-0.910780669
3	-0.729411765	-0.584313725	-1.545098039	-1.37254902	-2.435294118	-0.631372549	-0.698039216	-1.933333333	-0.992156863	-0.890196078	-0.847058824	-1.184313725	-0.858823529	-1.533333333	-1.729411765	-0.996078431	-0.97254902	-2.752941176	-1.68627451	-0.811764706
3	-0.794676806	-0.486692015	-1.414448669	-1.205323194	-2.338403042	-0.562737643	-0.604562738	-1.904942966	-0.866920152	-0.756653992	-0.825095057	-0.996197719	-0.714828897	-1.452471483	-1.653992395	-0.825095057	-0.859315589	-2.669201521	-1.558935361	-0.809885932
3	-0.745387454	-0.505535055	-1.439114391	-1.140221402	-2.36900369	-0.490774908	-0.560885609	-1.881918819	-0.874538745	-0.793357934	-0.900369004	-1.022140221	-0.771217712	-1.494464945	-1.612546125	-0.89298893	-0.822878229	-2.568265683	-1.586715867	-0.778597786
3	-0.708171206	-0.529182879	-1.548638132	-1.319066148	-2.373540856	-0.60311284	-0.778210117	-1.879377432	-0.824902724	-0.914396887	-0.902723735	-1.229571984	-0.883268482	-1.60311284	-1.649805447	-0.879377432	-0.852140078	-2.696498054	-1.758754864	-0.856031128
3	-1.032520325	-0.605691057	-1.56504065	-1.528455285	-2.605691057	-0.764227642	-0.678861789	-2.235772358	-1.077235772	-0.760162602	-0.995934959	-1.024390244	-1.004065041	-1.597560976	-2.06097561	-1.101626016	-1.12601626	-3.06504065	-1.585365854	-0.902439024
3	-0.678030303	-0.545454545	-1.450757576	-1.306818182	-2.352272727	-0.503787879	-0.700757576	-1.837121212	-0.840909091	-0.90530303	-0.871212121	-1.113636364	-0.818181818	-1.511363636	-1.666666667	-0.924242424	-0.871212121	-2.746212121	-1.636363636	-0.886363636
3	-0.111111111	-0.638888889	-0.018518519	-0.583333333	-1.87962963	-0.25	-0.342592593	-0.731481481	-1.157407407	-1.37037037	-1.407407407	-0.157407407	-0.694444444	-1.925925926	-1.62962963	0.342592593	-0.074074074	-2.583333333	-1.592592593	-0.944444444
3	-0.491803279	-0.450819672	-1.418032787	-1.557377049	-1.426229508	-0.336065574	-0.975409836	-1.819672131	-1.327868852	-1.081967213	-0.393442623	-1.163934426	-0.663934426	-1.254098361	-1.606557377	-0.852459016	-0.81147541	-1.614754098	-1.401639344	-0.967213115
3	-0.615384615	-1.284615385	-0.846153846	-0.892307692	-2.038461538	-0.023076923	-0.4	-1.7	-0.615384615	-0.930769231	-0.607692308	-0.946153846	-0.669230769	-1.415384615	-1.430769231	-0.346153846	-0.607692308	-2.184615385	-1.169230769	-1.030769231
3	0.019230769	-0.596153846	-1.182692308	-0.918269231	-3.0625	-0.235576923	0.230769231	-1.769230769	-1.692307692	-1.197115385	-1.163461538	-0.038461538	-1.067307692	-2.144230769	-2.451923077	-0.591346154	-0.923076923	-3.514423077	-2.192307692	-1.043269231
3	-0.269565217	-0.869565217	-0.434782609	-0.765217391	-2.113043478	0.095652174	-0.252173913	-1.208695652	-1.156521739	-1.069565217	-0.913043478	-0.504347826	-0.365217391	-1.913043478	-1.504347826	-0.113043478	-0.12173913	-2.565217391	-1.634782609	-0.773913043
3	-0.283687943	-0.780141844	-1.191489362	-1.411347518	-1.234042553	-0.482269504	-0.936170213	-1.687943262	-1.056737589	-0.957446809	-0.595744681	-0.886524823	-0.624113475	-1.014184397	-1.056737589	-0.553191489	-0.75177305	-1.95035461	-0.879432624	-0.95035461
3	-0.287878788	-0.439393939	-0.924242424	-1.090909091	-1.818181818	0.303030303	-0.242424242	-1.621212121	-1.03030303	-1.106060606	-0.984848485	-0.409090909	-0.439393939	-1.651515152	-1.772727273	-0.287878788	-0.439393939	-2.318181818	-1.287878788	-0.772727273
3	-0.588516746	-0.516746411	-1.205741627	-1.454545455	-1.650717703	-0.483253589	-0.846889952	-1.794258373	-1.110047847	-1.086124402	-0.43062201	-0.880382775	-0.655502392	-1.19138756	-1.224880383	-0.732057416	-0.880382775	-1.693779904	-1.234449761	-1.019138756
3	-0.201320132	-0.755775578	-1.752475248	-1.211221122	-1.633663366	-0.689768977	-0.831683168	-1.640264026	-1.105610561	-1.059405941	-0.521452145	-1.620462046	-0.881188119	-1.762376238	-1.181518152	-0.97689769	-0.834983498	-1.98019802	-2.00990099	-0.811881188
3	0.272321429	-0.205357143	-1.232142857	-0.928571429	-1.8125	0.191964286	-0.026785714	-1.763392857	-0.892857143	-1.008928571	-0.732142857	-0.696428571	-0.772321429	-1.946428571	-1.616071429	-0.517857143	-0.6875	-2.28125	-1.660714286	-0.830357143
3	-1.410138249	-0.760368664	-1.525345622	-1.617511521	-2.502304147	-0.870967742	-0.824884793	-2.202764977	-1.341013825	-0.511520737	-1.064516129	-0.829493088	-0.755760369	-1.539170507	-2.414746544	-1.258064516	-1.101382488	-3.156682028	-1.456221198	-0.769585253
3	-0.077922078	0.409090909	-0.961038961	-0.772727273	-2.136363636	1.090909091	0.655844156	-1.987012987	-0.409090909	-1.506493506	-1.006493506	0.266233766	-0.863636364	-2.019480519	-2.201298701	-0.642857143	-0.863636364	-2.681818182	-1.525974026	-1.090909091
3	-0.331428571	-0.922857143	-1.434285714	-1.8	-2.071428571	-0.654285714	-1.145714286	-1.477142857	-0.922857143	-0.651428571	-0.697142857	-1	0.174285714	-0.731428571	-1.82	-0.765714286	-0.791428571	-1.3	-1.122857143	-0.737142857
3	0.576923077	-0.899038462	-0.41025641	-0.823717949	-2.318910256	0.185897436	-0.275641026	-0.929487179	-1.451923077	-0.71474359	-0.621794872	-0.084935897	-0.163461538	-1.809294872	-1.817307692	0.02724359	-0.083333333	-2.770833333	-1.887820513	-0.608974359
3	-0.030674847	-1.134969325	-1.141104294	-1.214723926	-2.325153374	-0.306748466	-0.490797546	-1.895705521	-1.012269939	-1.54601227	-0.987730061	-0.803680982	-0.901840491	-1.699386503	-2.607361963	-0.785276074	-1.190184049	-2.852760736	-0.963190184	-1.63803681
3	-0.263736264	-0.589010989	-0.630769231	-0.751648352	-1.975824176	0.101098901	-0.131868132	-1.281318681	-0.821978022	-1.36043956	-1.12967033	-0.463736264	-0.883516484	-1.923076923	-0.67032967	-0.114285714	-0.384615385	-2.483516484	-1.556043956	-0.973626374
3	-0.868131868	-1.236263736	-0.89010989	-1.131868132	-1.791208791	-0.741758242	-0.835164835	-1.868131868	-1.274725275	-1.208791209	-1.197802198	-0.895604396	-0.873626374	-1.648351648	-1.884615385	-0.538461538	-0.489010989	-2.543956044	-1.192307692	-1.126373626
3	-0.112426036	-0.514792899	-1.097633136	-0.902366864	-2.357988166	0.00887574	-0.369822485	-1.440828402	-1.186390533	-1.106508876	-0.538461538	-0.727810651	-0.485207101	-1.807692308	-1.573964497	-0.452662722	-0.582840237	-2.718934911	-1.74852071	-1.00591716
3	-0.218390805	-0.954022989	-0.137931034	-0.540229885	-2.183908046	-0.24137931	-0.643678161	-1.287356322	-1.034482759	-1.172413793	-1.114942529	-0.459770115	-0.551724138	-1.666666667	-1.540229885	-0.057471264	-0.183908046	-2.471264368	-1.24137931	-0.977011494
3	-0.462857143	-0.84	-1.217142857	-1.56	-1.994285714	-0.617142857	-1.24	-2.045714286	-1.154285714	-0.857142857	-0.44	-1.131428571	-0.662857143	-1.022857143	-1.268571429	-0.76	-1.005714286	-1.891428571	-1.028571429	-0.942857143
3	-0.431506849	-0.609589041	-1.150684932	-1.479452055	-1.95890411	-0.465753425	-0.787671233	-1.45890411	-1.068493151	-0.993150685	-0.869863014	-0.773972603	-0.589041096	-1.157534247	-1.506849315	-0.520547945	-0.657534247	-1.678082192	-0.808219178	-0.835616438
3	0.017777778	-0.444444444	-1.591111111	-1.133333333	-3.035555556	0.266666667	0.395555556	-2.284444444	-1.128888889	-1.231111111	-1.235555556	-0.786666667	-1.031111111	-2.457777778	-2.328888889	-1.106666667	-1.271111111	-3.026666667	-2.248888889	-1.368888889
3	-0.376884422	-0.869346734	-1.346733668	-1.557788945	-1.884422111	-0.738693467	-1.386934673	-2.190954774	-1.030150754	-1.145728643	-0.512562814	-1.51758794	-0.909547739	-1.256281407	-1.140703518	-0.768844221	-1.135678392	-1.949748744	-1.221105528	-1.266331658
3	0.038461538	-0.668269231	-2.048076923	-1.427884615	-3.331730769	-0.144230769	0.149038462	-2.524038462	-1.692307692	-1.269230769	-1.197115385	-1.019230769	-1.110576923	-2.913461538	-3.153846154	-1.1875	-1.432692308	-3.644230769	-2.764423077	-1.230769231
3	0.260530421	-0.817472699	-0.351014041	-0.23400936	-2.03900156	-0.098283931	-0.355694228	-0.575663027	-1.145085803	-1.329173167	-1.196567863	-0.237129485	-0.829953198	-1.689547582	-1.03900156	0.223088924	-0.109204368	-2.382215289	-1.436817473	-0.987519501
3	-0.106312292	-1.23255814	-1.378737542	-1.757475083	-2.083056478	-0.817275748	-1.315614618	-1.425249169	-1.508305648	-0.481727575	-0.392026578	-1.22923588	0.026578073	-0.946843854	-0.986710963	-0.382059801	-0.249169435	-2.318936877	-1.372093023	-0.325581395
3	-0.21402214	-1.520295203	-1.453874539	-1.841328413	-2.228782288	-0.904059041	-1.487084871	-1.538745387	-1.73800738	-0.302583026	-0.26199262	-1.383763838	0.147601476	-0.749077491	-1.32103321	-0.472324723	-0.243542435	-2.191881919	-1.284132841	-0.191881919
3	-0.073929961	-2.789883268	-2.241245136	-3.050583658	-2.365758755	-1.875486381	-2.626459144	-1.478599222	-2.408560311	0.229571984	0.338521401	-2.906614786	0.906614786	0.392996109	-2.26848249	-0.926070039	-0.704280156	-1.299610895	-1.175097276	-0.050583658
3	0.23857868	-0.233502538	-1.289340102	-0.751269036	-1.802030457	-0.304568528	-0.578680203	-1.401015228	-0.949238579	-1.467005076	-1.086294416	-1.045685279	-0.964467005	-1.984771574	0.050761421	-0.375634518	-0.441624365	-2.395939086	-1.827411168	-0.949238579
3	-0.230989957	-1.081779053	-1.37302726	-1.539454806	-2.048780488	-0.804878049	-1.038737446	-1.512195122	-1.332855093	-0.307030129	-0.44045911	-1.261119082	-0.233859397	-0.992826399	-1.618364419	-0.612625538	-0.542324247	-2.348637016	-1.421807747	-0.404591105
3	0.053571429	-1.023809524	-0.875	-1.327380952	-2.464285714	-0.226190476	-0.44047619	-2.505952381	-0.886904762	-1.613095238	-1.041666667	-0.869047619	-1.154761905	-1.976190476	-3.071428571	-1.19047619	-1.755952381	-2.791666667	-0.666666667	-2.166666667
3	-0.343085106	-0.933510638	-1.393617021	-1.680851064	-2.130319149	-0.656914894	-1.14893617	-1.545212766	-1.053191489	-0.640957447	-0.60106383	-0.968085106	0.231382979	-0.694148936	-1.707446809	-0.787234043	-0.832446809	-1.32712766	-1.114361702	-0.723404255
3	-0.03875969	-2.798449612	-2.321705426	-3.081395349	-2.348837209	-1.825581395	-2.624031008	-1.480620155	-2.453488372	0.23255814	0.337209302	-2.895348837	0.930232558	0.302325581	-2.263565891	-0.949612403	-0.705426357	-1.430232558	-1.228682171	-0.050387597
3	-0.182336182	-0.98005698	-1.276353276	-1.507122507	-1.935897436	-0.784900285	-0.977207977	-1.455840456	-1.324786325	-0.341880342	-0.508547009	-1.199430199	-0.168091168	-0.971509972	-1.545584046	-0.572649573	-0.497150997	-2.317663818	-1.317663818	-0.387464387
