label	aac_pssm0	aac_pssm1	aac_pssm2	aac_pssm3	aac_pssm4	aac_pssm5	aac_pssm6	aac_pssm7	aac_pssm8	aac_pssm9	aac_pssm10	aac_pssm11	aac_pssm12	aac_pssm13	aac_pssm14	aac_pssm15	aac_pssm16	aac_pssm17	aac_pssm18	aac_pssm19
1	-0.299785867	-0.732334047	-1.599571734	-1.685224839	-4.21627409	-0.269807281	-0.837259101	-2.25267666	-1.948608137	-1.241970021	-1.197002141	-1.205567452	-1.299785867	-2.541755889	-2.494646681	-0.895074946	-0.875802998	-3.535331906	-2.366167024	-1.021413276
1	-0.284482759	-0.681034483	-1.814655172	-1.784482759	-4.25862069	-0.252155172	-0.879310345	-2.368534483	-2.170258621	-1.308189655	-1.226293103	-1.314655172	-1.418103448	-2.661637931	-2.556034483	-0.952586207	-0.905172414	-3.724137931	-2.594827586	-0.993534483
1	-0.269396552	-0.711206897	-1.86637931	-1.885775862	-4.42887931	-0.297413793	-0.982758621	-2.44612069	-2.206896552	-1.344827586	-1.226293103	-1.385775862	-1.448275862	-2.784482759	-2.823275862	-0.971982759	-0.963362069	-3.903017241	-2.674568966	-1.030172414
1	-0.284463895	-0.704595186	-1.735229759	-1.652078775	-4.148796499	-0.24726477	-0.866520788	-2.286652079	-1.980306346	-1.185995624	-1.13785558	-1.315098468	-1.218818381	-2.485776805	-2.479212254	-0.921225383	-0.807439825	-3.507658643	-2.376367615	-0.927789934
1	0.296052632	-0.635964912	-1.092105263	-1.778508772	-4.381578947	0	-1.054824561	-2.26754386	-2.396929825	-1.710526316	-1.002192982	-1.574561404	-1.668859649	-2.524122807	-3.524122807	-0.578947368	-0.703947368	-3.399122807	-1.813596491	-1.245614035
1	0.21978022	-0.707692308	-1.024175824	-1.749450549	-4.384615385	0.046153846	-1.017582418	-2.274725275	-2.4	-1.701098901	-1.030769231	-1.56043956	-1.714285714	-2.483516484	-3.525274725	-0.606593407	-0.720879121	-3.441758242	-1.749450549	-1.237362637
1	-0.314855876	-0.824833703	-1.835920177	-1.820399113	-4.381374723	-0.268292683	-0.940133038	-2.403547672	-2.190687361	-1.303769401	-1.232815965	-1.359201774	-1.405764967	-2.764966741	-2.780487805	-0.982261641	-0.917960089	-3.89135255	-2.647450111	-1.00886918
1	-0.316258352	-0.748329621	-1.839643653	-1.855233853	-4.456570156	-0.222717149	-0.935412027	-2.452115813	-2.227171492	-1.311804009	-1.224944321	-1.331848552	-1.458797327	-2.757238307	-2.830734967	-0.944320713	-0.948775056	-3.915367483	-2.672605791	-1.006681514
1	-0.24494382	-0.748314607	-1.752808989	-1.723595506	-4.253932584	-0.242696629	-0.874157303	-2.285393258	-2.02247191	-1.258426966	-1.217977528	-1.330337079	-1.303370787	-2.62247191	-2.676404494	-0.921348315	-0.903370787	-3.649438202	-2.494382022	-0.961797753
1	-0.300225734	-0.751693002	-1.855530474	-1.821670429	-4.401805869	-0.255079007	-0.957110609	-2.435665914	-2.176072235	-1.306997743	-1.221218962	-1.365688488	-1.39503386	-2.756207675	-2.823927765	-1.036117381	-0.909706546	-3.805869074	-2.575620767	-0.997742664
1	-0.260180995	-0.766968326	-1.760180995	-1.748868778	-4.253393665	-0.253393665	-0.898190045	-2.28280543	-2.013574661	-1.21040724	-1.183257919	-1.364253394	-1.219457014	-2.622171946	-2.57918552	-0.977375566	-0.857466063	-3.524886878	-2.447963801	-0.959276018
1	-0.308390023	-0.696145125	-1.770975057	-1.85260771	-4.303854875	-0.26984127	-0.9138322	-2.401360544	-2.276643991	-1.222222222	-1.224489796	-1.317460317	-1.439909297	-2.693877551	-2.827664399	-0.98185941	-0.909297052	-3.857142857	-2.548752834	-0.959183673
1	-0.25	-0.80733945	-1.855504587	-1.823394495	-4.259174312	-0.325688073	-0.935779817	-2.330275229	-2.144495413	-1.247706422	-1.20412844	-1.385321101	-1.318807339	-2.71559633	-2.779816514	-0.995412844	-0.887614679	-3.747706422	-2.543577982	-0.970183486
1	-0.266055046	-0.798165138	-1.72706422	-1.786697248	-4.245412844	-0.247706422	-0.910550459	-2.302752294	-2.080275229	-1.144495413	-1.135321101	-1.321100917	-1.233944954	-2.644495413	-2.720183486	-0.94266055	-0.860091743	-3.584862385	-2.438073395	-0.915137615
1	-0.331034483	-0.772413793	-1.712643678	-1.742528736	-4.140229885	-0.271264368	-0.910344828	-2.213793103	-2.050574713	-1.133333333	-1.124137931	-1.285057471	-1.227586207	-2.48045977	-2.675862069	-0.933333333	-0.774712644	-3.531034483	-2.374712644	-0.894252874
1	-0.23556582	-0.748267898	-1.849884527	-1.82448037	-4.344110855	-0.256351039	-0.942263279	-2.376443418	-2.184757506	-1.242494226	-1.212471132	-1.390300231	-1.357967667	-2.692840647	-2.7852194	-0.976905312	-0.898383372	-3.775981524	-2.577367206	-0.974595843
1	-0.183886256	-0.162085308	-1.181042654	-1.436966825	-2.999052133	-0.254976303	-0.709004739	-1.349763033	-1.344075829	-1.74028436	-1.525118483	-0.720379147	-1.226540284	-2.471090047	-1.309952607	-0.612322275	-0.841706161	-2.948815166	-2.08056872	-1.25971564
1	-0.957551826	-1.739387957	-1.863770977	-2.423494571	-3.297137216	-1.407699901	-1.889437315	-2.372161895	-2.204343534	-1.044422507	-1.078973347	-1.810463968	-1.240868707	-1.754195459	-2.992102665	-1.089832182	-1.192497532	-3.284304047	-2.100691017	-1.245804541
1	-1.033594625	-1.808510638	-2.098544233	-2.612541993	-3.510638298	-1.535274356	-2.072788354	-2.534154535	-2.331466965	-1.18924972	-1.274356103	-2.003359462	-1.222844345	-1.9462486	-3.25643897	-1.223964166	-1.31019037	-3.515117581	-2.272116461	-1.31131019
1	0.286902287	-0.623700624	-0.975051975	-1.617463617	-4.274428274	0.06029106	-0.954261954	-2.191268191	-2.295218295	-1.673596674	-0.975051975	-1.478170478	-1.704781705	-2.405405405	-3.30977131	-0.548856549	-0.721413721	-3.326403326	-1.719334719	-1.234927235
1	0.654166667	-0.5125	-1.425	-1.691666667	-4.310416667	-0.079166667	-1.18125	-2.05625	-2.50625	-1.7875	-0.9375	-2.020833333	-1.777083333	-2.53125	-3.0375	-0.558333333	-0.741666667	-3.2875	-2.014583333	-1.175
1	0.461377871	-0.553235908	-1.167014614	-1.599164927	-4.311064718	0.037578288	-0.918580376	-2.064718163	-2.298538622	-1.759916493	-1.060542797	-1.584551148	-1.768267223	-2.597077244	-3.158663883	-0.503131524	-0.684759916	-3.411273486	-1.847599165	-1.217118998
1	-0.271762208	-0.622080679	-1.658174098	-1.675159236	-4.080679406	-0.212314225	-0.83014862	-2.220806794	-1.887473461	-1.127388535	-1.108280255	-1.208067941	-1.154989384	-2.407643312	-2.375796178	-0.919320594	-0.800424628	-3.318471338	-2.314225053	-0.906581741
1	0.168085106	-0.636170213	-0.921276596	-1.753191489	-4.289361702	0.059574468	-1.053191489	-2.289361702	-2.393617021	-1.644680851	-0.970212766	-1.406382979	-1.614893617	-2.40212766	-3.50212766	-0.525531915	-0.704255319	-3.412765957	-1.653191489	-1.253191489
1	-0.265658747	-0.699784017	-1.710583153	-1.654427646	-4.179265659	-0.246220302	-0.81425486	-2.295896328	-2.017278618	-1.269978402	-1.205183585	-1.250539957	-1.313174946	-2.574514039	-2.589632829	-0.917926566	-0.831533477	-3.546436285	-2.464362851	-1.002159827
1	-0.288503254	-0.800433839	-1.85032538	-1.839479393	-4.305856833	-0.303687636	-0.954446855	-2.396963124	-2.20824295	-1.37527115	-1.273318872	-1.403470716	-1.459869848	-2.73318872	-2.744034707	-1.004338395	-0.926247289	-3.809110629	-2.577006508	-1
1	-0.317391304	-0.702173913	-1.723913043	-1.723913043	-4.086956522	-0.223913043	-0.863043478	-2.291304348	-1.986956522	-1.197826087	-1.17173913	-1.27173913	-1.3	-2.613043478	-2.636956522	-0.947826087	-0.836956522	-3.576086957	-2.408695652	-0.973913043
1	-0.22489083	-0.65720524	-1.777292576	-1.77510917	-4.26419214	-0.170305677	-0.873362445	-2.338427948	-1.989082969	-1.246724891	-1.148471616	-1.286026201	-1.366812227	-2.609170306	-2.709606987	-0.910480349	-0.88209607	-3.631004367	-2.410480349	-0.938864629
1	-0.286652079	-0.750547046	-1.919037199	-1.905908096	-4.442013129	-0.225382932	-0.997811816	-2.47702407	-2.242888403	-1.380743982	-1.194748359	-1.400437637	-1.463894967	-2.781181619	-2.868708972	-0.943107221	-0.932166302	-3.916849015	-2.658643326	-1.030634573
1	-0.322368421	-0.739035088	-1.644736842	-1.677631579	-4.146929825	-0.217105263	-0.796052632	-2.254385965	-1.940789474	-1.13377193	-1.164473684	-1.263157895	-1.155701754	-2.464912281	-2.570175439	-0.910087719	-0.804824561	-3.478070175	-2.276315789	-0.940789474
1	-0.303296703	-0.707692308	-1.885714286	-1.903296703	-4.468131868	-0.257142857	-0.949450549	-2.452747253	-2.257142857	-1.393406593	-1.292307692	-1.378021978	-1.52967033	-2.848351648	-2.821978022	-0.989010989	-0.934065934	-3.951648352	-2.723076923	-1.041758242
1	0.351648352	-0.630769231	-1.162637363	-1.758241758	-4.516483516	-0.006593407	-1.026373626	-2.272527473	-2.408791209	-1.782417582	-1.03956044	-1.696703297	-1.786813187	-2.520879121	-3.654945055	-0.604395604	-0.789010989	-3.468131868	-1.806593407	-1.241758242
1	0.386813187	-0.562637363	-1.263736264	-1.720879121	-4.430769231	0.054945055	-1.081318681	-2.184615385	-2.340659341	-1.767032967	-0.978021978	-1.701098901	-1.782417582	-2.545054945	-3.496703297	-0.567032967	-0.720879121	-3.441758242	-1.843956044	-1.210989011
1	0.27593819	-0.690949227	-1.105960265	-1.721854305	-4.395143488	-0.035320088	-0.995584989	-2.27593819	-2.333333333	-1.719646799	-1.097130243	-1.584988962	-1.810154525	-2.441501104	-3.53200883	-0.591611479	-0.721854305	-3.381898455	-1.668874172	-1.238410596
1	-0.278145695	-0.792494481	-1.655629139	-1.673289183	-4.150110375	-0.218543046	-0.869757174	-2.233995585	-1.927152318	-1.205298013	-1.150110375	-1.302428256	-1.253863135	-2.523178808	-2.516556291	-0.869757174	-0.78807947	-3.534216336	-2.368653422	-0.969094923
1	-0.325221239	-0.719026549	-1.763274336	-1.798672566	-4.216814159	-0.192477876	-0.887168142	-2.338495575	-2.17920354	-1.130530973	-1.194690265	-1.278761062	-1.373893805	-2.601769912	-2.747787611	-0.966814159	-0.89380531	-3.60840708	-2.477876106	-0.949115044
1	-0.303097345	-0.719026549	-1.818584071	-1.780973451	-4.380530973	-0.245575221	-0.889380531	-2.402654867	-2.154867257	-1.318584071	-1.221238938	-1.327433628	-1.418141593	-2.772123894	-2.758849558	-0.973451327	-0.913716814	-3.767699115	-2.626106195	-1.015486726
1	-0.338495575	-0.809734513	-1.853982301	-1.860619469	-4.384955752	-0.303097345	-0.977876106	-2.42920354	-2.139380531	-1.338495575	-1.280973451	-1.378318584	-1.438053097	-2.719026549	-2.818584071	-0.984513274	-0.946902655	-3.871681416	-2.663716814	-1.017699115
1	0.341463415	-0.625277162	-1.124168514	-1.662971175	-4.572062084	-0.070953437	-1.042128603	-2.279379157	-2.403547672	-1.720620843	-1.068736142	-1.707317073	-1.764966741	-2.596452328	-3.496674058	-0.55210643	-0.729490022	-3.476718404	-1.760532151	-1.263858093
1	0.440979955	-0.559020045	-1.293986637	-1.801781737	-4.516703786	0.051224944	-1.122494432	-2.240534521	-2.501113586	-1.877505568	-1.031180401	-1.799554566	-1.897550111	-2.621380846	-3.585746102	-0.583518931	-0.730512249	-3.576837416	-1.946547884	-1.258351893
1	-0.272930649	-0.742729306	-1.834451902	-1.798657718	-4.353467562	-0.25950783	-0.935123043	-2.380313199	-2.140939597	-1.310961969	-1.205816555	-1.344519016	-1.389261745	-2.771812081	-2.758389262	-0.979865772	-0.937360179	-3.890380313	-2.639821029	-0.982102908
1	0.430493274	-0.538116592	-1.322869955	-1.802690583	-4.495515695	-0.029147982	-1.085201794	-2.244394619	-2.461883408	-1.8632287	-1.01793722	-1.813901345	-1.874439462	-2.627802691	-3.547085202	-0.600896861	-0.766816143	-3.479820628	-1.968609865	-1.242152466
1	0.269058296	-0.726457399	-1.02690583	-1.69955157	-4.434977578	0.058295964	-1.015695067	-2.32735426	-2.506726457	-1.717488789	-1.044843049	-1.585201794	-1.80941704	-2.560538117	-3.520179372	-0.558295964	-0.735426009	-3.616591928	-1.829596413	-1.289237668
1	-0.307865169	-0.775280899	-1.739325843	-1.739325843	-4.22247191	-0.294382022	-0.925842697	-2.269662921	-2.013483146	-1.204494382	-1.173033708	-1.350561798	-1.253932584	-2.561797753	-2.656179775	-0.970786517	-0.894382022	-3.519101124	-2.420224719	-0.941573034
1	0.179775281	-0.759550562	-0.921348315	-1.750561798	-4.411235955	0.040449438	-1.062921348	-2.319101124	-2.451685393	-1.62247191	-0.961797753	-1.462921348	-1.694382022	-2.456179775	-3.597752809	-0.6	-0.719101124	-3.46741573	-1.68988764	-1.251685393
1	0.333333333	-0.56981982	-1.216216216	-1.756756757	-4.585585586	-0.063063063	-1.081081081	-2.301801802	-2.493243243	-1.790540541	-1.06981982	-1.718468468	-1.790540541	-2.608108108	-3.608108108	-0.581081081	-0.743243243	-3.515765766	-1.835585586	-1.240990991
1	0.259009009	-0.653153153	-1.123873874	-1.801801802	-4.475225225	0.038288288	-1.06981982	-2.326576577	-2.412162162	-1.761261261	-1.027027027	-1.587837838	-1.786036036	-2.533783784	-3.675675676	-0.641891892	-0.747747748	-3.477477477	-1.851351351	-1.279279279
1	-0.30248307	-0.753950339	-1.830699774	-1.776523702	-4.325056433	-0.275395034	-0.893905192	-2.428893905	-2.176072235	-1.268623025	-1.207674944	-1.367945824	-1.386004515	-2.751693002	-2.776523702	-0.997742664	-0.900677201	-3.819413093	-2.571106095	-0.968397291
1	0.354401806	-0.625282167	-1.169300226	-1.821670429	-4.510158014	-0.036117381	-1.090293454	-2.338600451	-2.415349887	-1.776523702	-1.079006772	-1.65462754	-1.774266366	-2.541760722	-3.74717833	-0.589164786	-0.751693002	-3.600451467	-1.85778781	-1.275395034
1	0.29638009	-0.683257919	-1.036199095	-1.787330317	-4.475113122	0.045248869	-1.018099548	-2.371040724	-2.470588235	-1.71040724	-1.004524887	-1.585972851	-1.800904977	-2.529411765	-3.617647059	-0.588235294	-0.714932127	-3.542986425	-1.764705882	-1.253393665
1	-0.281818182	-0.734090909	-1.711363636	-1.763636364	-4.222727273	-0.206818182	-0.884090909	-2.284090909	-1.947727273	-1.165909091	-1.129545455	-1.311363636	-1.261363636	-2.55	-2.609090909	-0.934090909	-0.831818182	-3.529545455	-2.431818182	-0.940909091
1	-0.309794989	-0.806378132	-1.986332574	-1.936218679	-4.533029613	-0.287015945	-1.029612756	-2.537585421	-2.300683371	-1.350797267	-1.259681093	-1.466970387	-1.521640091	-2.833712984	-2.990888383	-1.038724374	-0.997722096	-4.025056948	-2.735763098	-1.01594533
1	-0.31797235	-0.815668203	-1.877880184	-1.919354839	-4.405529954	-0.301843318	-0.997695853	-2.47235023	-2.232718894	-1.276497696	-1.239631336	-1.377880184	-1.410138249	-2.767281106	-2.83640553	-1.011520737	-0.905529954	-3.905529954	-2.594470046	-0.947004608
1	-0.30875576	-0.718894009	-1.933179724	-1.942396313	-4.495391705	-0.264976959	-1.011520737	-2.529953917	-2.264976959	-1.338709677	-1.200460829	-1.421658986	-1.513824885	-2.822580645	-2.953917051	-1.020737327	-0.988479263	-4.066820277	-2.677419355	-1.011520737
1	-0.267281106	-0.861751152	-1.790322581	-1.804147465	-4.324884793	-0.311059908	-0.933179724	-2.382488479	-2.186635945	-1.253456221	-1.207373272	-1.377880184	-1.329493088	-2.705069124	-2.788018433	-0.976958525	-0.882488479	-3.728110599	-2.564516129	-0.956221198
1	-0.378504673	-0.869158879	-1.822429907	-1.876168224	-4.39953271	-0.362149533	-1.021028037	-2.455607477	-2.224299065	-1.268691589	-1.294392523	-1.411214953	-1.434579439	-2.747663551	-2.897196262	-1.014018692	-0.932242991	-3.859813084	-2.593457944	-1.025700935
2	-0.401162791	-0.779069767	-1.604651163	-1.377906977	-3.220930233	-0.761627907	-1.110465116	-1.447674419	-1.918604651	-1.046511628	-0.86627907	-1.796511628	-0.819767442	-1.63372093	-1.918604651	-0.790697674	-0.552325581	-1.726744186	-1.941860465	-0.686046512
2	-0.178294574	-0.906976744	-1.612403101	-1.705426357	-3.093023256	-0.635658915	-1.147286822	-1.612403101	-1.945736434	-0.945736434	-0.782945736	-1.658914729	-0.527131783	-1.689922481	-2.372093023	-0.689922481	-0.356589147	-2.333333333	-1.620155039	-0.604651163
2	-0.358649789	-0.628691983	-1.054852321	-1.004219409	-2.919831224	-0.35443038	-0.831223629	-1.016877637	-1.52742616	-1.160337553	-0.907172996	-1.476793249	-0.641350211	-1.497890295	-1.063291139	-0.569620253	-0.400843882	-1.544303797	-1.497890295	-0.767932489
2	-0.383381924	-0.813411079	-0.609329446	-0.979591837	-3.303206997	-0.396501458	-0.924198251	-1.183673469	-1.741982507	-0.70845481	-0.989795918	-0.930029155	-0.762390671	-1.454810496	-1.285714286	-0.357142857	-0.218658892	-2.602040816	-1.551020408	-0.564139942
2	-0.419452888	-0.88449848	-0.723404255	-1.05775076	-3.343465046	-0.457446809	-0.933130699	-1.29787234	-1.810030395	-0.76443769	-1.050151976	-1.027355623	-0.867781155	-1.577507599	-1.378419453	-0.416413374	-0.234042553	-2.715805471	-1.686930091	-0.554711246
2	-0.446629213	-0.821629213	-0.608146067	-1.002808989	-3.344101124	-0.39747191	-0.912921348	-1.200842697	-1.77247191	-0.75	-1.015449438	-0.952247191	-0.838483146	-1.547752809	-1.342696629	-0.376404494	-0.235955056	-2.764044944	-1.599719101	-0.519662921
2	-0.173913043	-0.869565217	-1.760869565	-1.760869565	-3.369565217	-0.84057971	-1.123188406	-1.565217391	-2.086956522	-1.173913043	-0.934782609	-1.731884058	-0.84057971	-2.02173913	-2.101449275	-0.637681159	-0.536231884	-2.601449275	-1.963768116	-0.666666667
2	-0.077192982	-0.628070175	-0.947368421	-1.143859649	-3	-0.270175439	-0.863157895	-1.077192982	-1.392982456	-0.607017544	-0.69122807	-0.929824561	-0.512280702	-1.30877193	-1.035087719	-0.389473684	-0.421052632	-2	-1.368421053	-0.456140351
2	-0.335106383	-0.505319149	-1.335106383	-1.010638298	-3.244680851	-0.29787234	-0.664893617	-1.260638298	-1.627659574	-1.04787234	-0.712765957	-1.425531915	-0.670212766	-1.409574468	-1.377659574	-0.638297872	-0.638297872	-1.643617021	-1.494680851	-0.686170213
2	-0.37037037	-0.365740741	-1.356481481	-1.37037037	-3	-0.486111111	-1.083333333	-1.268518519	-1.24537037	-1.074074074	-0.796296296	-1.574074074	-0.578703704	-1.268518519	-1.398148148	-0.583333333	-0.449074074	-1.337962963	-1.342592593	-0.694444444
2	0.366834171	-0.525125628	-1.33919598	-1.040201005	-2.120603015	0.050251256	-0.811557789	-1.135678392	-0.693467337	-1.128140704	-0.469849246	-1.391959799	-0.889447236	-1.582914573	-0.934673367	-0.56281407	-0.605527638	-0.929648241	-1.6959799	-0.756281407
2	-0.355191257	-0.781420765	-1.316939891	-1.081967213	-3.142076503	-0.524590164	-0.846994536	-1.338797814	-1.726775956	-1.180327869	-0.836065574	-1.628415301	-0.754098361	-1.546448087	-1.595628415	-0.666666667	-0.595628415	-1.420765027	-1.628415301	-0.754098361
2	-0.004032258	-0.935483871	-1.403225806	-1.580645161	-3.415322581	-0.463709677	-1.633064516	-0.673387097	-1.754032258	-1.233870968	-0.508064516	-1.673387097	-0.822580645	-1.556451613	-1.540322581	-0.649193548	-0.733870968	-1.040322581	-2.056451613	-0.75
2	-0.01984127	-0.797619048	-1.349206349	-1.448412698	-3.357142857	-0.281746032	-1.432539683	-0.619047619	-1.734126984	-1.246031746	-0.523809524	-1.555555556	-0.884920635	-1.615079365	-1.388888889	-0.587301587	-0.722222222	-1.115079365	-2.027777778	-0.821428571
2	-0.169741697	-0.693726937	-0.778597786	-0.963099631	-3.055350554	-0.225092251	-0.749077491	-1.302583026	-1.361623616	-0.734317343	-0.800738007	-0.84501845	-0.734317343	-1.405904059	-1.051660517	-0.243542435	-0.402214022	-2.605166052	-1.505535055	-0.57195572
2	0.36	-0.458823529	-1.289411765	-1.009411765	-1.978823529	0.049411765	-0.769411765	-1.150588235	-0.647058824	-1.178823529	-0.432941176	-1.338823529	-0.769411765	-1.454117647	-0.898823529	-0.543529412	-0.656470588	-0.797647059	-1.614117647	-0.743529412
2	0.095505618	-0.56741573	-1.561797753	-1.966292135	-3.286516854	0.179775281	-1.264044944	-1.752808989	-1.674157303	-1.247191011	-0.52247191	-1.387640449	-0.775280899	-2.073033708	-2.393258427	-0.797752809	-0.825842697	-2.337078652	-1.994382022	-0.730337079
2	-0.12797619	-0.517857143	-0.949404762	-0.9375	-2.886904762	-0.255952381	-0.776785714	-1.178571429	-1.235119048	-0.842261905	-0.645833333	-1.291666667	-0.348214286	-1.19047619	-1.479166667	-0.467261905	-0.458333333	-1.375	-1.05952381	-0.68452381
2	0.390745501	-0.488431877	-1.331619537	-1.017994859	-2.043701799	0.030848329	-0.814910026	-1.128534704	-0.681233933	-1.197943445	-0.452442159	-1.473007712	-0.902313625	-1.544987147	-0.956298201	-0.570694087	-0.642673522	-0.951156812	-1.614395887	-0.766066838
2	0.225609756	-0.573170732	-1.451219512	-1.81097561	-3.12804878	0.085365854	-1.164634146	-1.585365854	-1.695121951	-1.054878049	-0.530487805	-1.256097561	-0.719512195	-1.963414634	-2.182926829	-0.792682927	-0.719512195	-2.341463415	-1.993902439	-0.609756098
