label	d_fpssm0	d_fpssm1	d_fpssm2	d_fpssm3	d_fpssm4	d_fpssm5	d_fpssm6	d_fpssm7	d_fpssm8	d_fpssm9	d_fpssm10	d_fpssm11	d_fpssm12	d_fpssm13	d_fpssm14	d_fpssm15	d_fpssm16	d_fpssm17	d_fpssm18	d_fpssm19
1	0.000759844	0.000190828	0.001481523	0.001825014	0	0.000312265	0.000256751	0.002022781	0.000399005	0.000770253	0.000558607	0.000128375	0.000287977	0.000759844	0.000367778	0.000853524	0.001224772	0.000829236	0.000929855	0.00044064
1	0.001269467	0.001775672	0.000351971	0.000992636	0	0.002052503	0.001688668	0.000664394	0.000395473	0.001368335	0.001368335	0.000941225	0.000612983	0.000692077	0.000881904	0.000628801	0.000597164	0.000466658	0.000494341	0.001289241
1	0.001172085	0.00132088	0.000378513	0.000715259	0	0.000937146	0.000696986	0.00084317	0.000448995	0.001365257	0.001600196	0.000394176	0.001054616	0.000877106	0.000702207	0.000657829	0.000550802	0.000535139	0.000459436	0.001208631
1	0.000130003	0.000338936	0.000736682	0.000366794	0	0.000326555	0.000379175	0.000221314	0.000106788	0.001349553	0.000885257	0.000622156	0.000445724	0.000834185	0.000106788	0.000390008	0.00017798	0.000145479	0.000467391	0.000479772
1	0.001395089	0.001776414	0.00046968	0.001176525	0	0.00219494	0.00187407	0.000771949	0.000451079	0.001478795	0.001474144	0.00094401	0.000739397	0.000683594	0.000985863	0.000753348	0.000716146	0.000437128	0.000492932	0.001469494
1	0.001358257	0.001972387	0.000336202	0.001084813	0	0.002232383	0.001748252	0.000739645	0.000416891	0.001412049	0.001483773	0.001004124	0.000605164	0.000726197	0.000990676	0.000699301	0.000645508	0.000457235	0.000591716	0.001452394
1	0.002000835	0.001534382	0.001141581	0.001031105	0	0.00206221	0.001174314	0.000507369	0.000208676	0.000683312	0.00130934	0.000540103	0.000302785	0.000421444	0.000540103	0.000920629	0.00075287	0.000433719	0.000928813	0.000859254
1	0.001833282	0.001509356	0.000902857	0.000954547	0	0.001853958	0.001009683	0.000478997	0.000251559	0.000671974	0.001161308	0.000461766	0.00028602	0.000385954	0.000582377	0.000892519	0.000685758	0.000382508	0.000785692	0.00081326
1	0.001888318	0.001358037	0.000782488	0.000937692	0	0.001626411	0.000976493	0.000426812	0.000197239	0.000562615	0.001057329	0.000381544	0.000297475	0.000310408	0.000714586	0.000818055	0.000643451	0.000397711	0.000766321	0.000785721
1	0.001391702	0.001841329	0.000385394	0.001023436	0	0.002158209	0.001751403	0.000727967	0.000346855	0.001421677	0.001451652	0.00095064	0.000612349	0.000668017	0.001053411	0.000715121	0.000715121	0.000368266	0.000479602	0.001395984
